id,brand,name,variant,price,category_path,category_name,image_url
69f44299722d6a437e13cd26,Deliplus,Laca uñas Nº 145 azul (coleccion verano),U,2.5,Perfumería y Parafarmacia > Maquillaje > Laca para Uñas,Laca para Uñas,https://a0.soysuper.com/f8b265391a7f950423b789e4861984f8.110.110.0.min.wmark.374b547f.jpg
660111868ca63c425270c7b2,Deliplus,After shave locion con extractos de algas marinas,Botella 150 ml,1.7,Perfumería y Parafarmacia > Afeitado > After Shave,After Shave,https://a1.soysuper.com/8a004f82808ee90058e7e40df515fb86.110.110.0.min.wmark.5f7c1983.jpg
6837a76291e128e1791fd7d8,Deliplus,Pañal 4 a 10 kg talla 3,Paquete 45 u,6.94,Bebés y Niños > Pañales > Talla 4,Talla 4,https://a1.soysuper.com/77a3810ff238da5dd6696efd15d4311a.110.110.0.min.wmark.0537a412.jpg
6819cc92e6ed40174b4b8a06,Deliplus,Maquinilla afeitar cargador flection 6 hojas,U,6,Perfumería y Parafarmacia > Afeitado > Maquinillas de Afeitar,Maquinillas de Afeitar,https://a0.soysuper.com/1f93594941b5debd3e71f0172527d3b5.110.110.0.min.wmark.0e64e43c.jpg
68cedf440932f74a797b946d,Deliplus,Maquillaje fluido serum Nº 210,U,7,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,Maquillaje Facial,https://a2.soysuper.com/a93f34e45686677dbc38bc4313b0221c.110.110.0.min.wmark.299da133.jpg
699c7ac4a44508f954740f7e,Deliplus,Fotocorrector unificador antimanchas SPF50 uva +uvb+ir (apto para todo tipo piel),Bote 50 ml,6,Perfumería y Parafarmacia > Cuidado Facial > Crema Facial,Crema Facial,https://a2.soysuper.com/c4afed642f5600567e687b4a06f3f860.110.110.0.min.wmark.45668f25.jpg
663df45998ec9161840d0c13,Deliplus,Pintalabios fluido mate Nº 13 nude beige,U,4.5,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Labios,Maquillaje para Labios,https://a1.soysuper.com/d5f97cd23efe0ed65d55963f8d77d7de.110.110.0.min.wmark.288d8af6.jpg
66899f9f2508c10fd67aae56,Deliplus,Colorete con acabado natural radiante y luminoso liquid blush 02,U,4.75,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,Maquillaje Facial,https://a2.soysuper.com/571929cb7a07c7670284ac6c8ffe3d9b.110.110.0.min.wmark.cc14941e.jpg
66899c59e93cdf6d390ab8cf,Deliplus,Colorete con acabado natural radiante y luminoso liquid bronzer,U,4.75,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,Maquillaje Facial,https://a0.soysuper.com/a0a1b009fedc4a9de736d42318d73899.110.110.0.min.wmark.4d527718.jpg
66a20030e6ed4049727a565f,Deliplus,Desodorante roll-on unisex cuidado aloe (verde),Bote 50 ml,0.9,Perfumería y Parafarmacia > Desodorante > Roll On,Roll On,https://a0.soysuper.com/91e32611eec06ce244c5c47be7cd4ccb.110.110.0.min.wmark.5ec9abed.jpg
68cedf44e6ed4016dc6fe652,Deliplus,Maquillaje mate stick Nº 100,U,7,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,Maquillaje Facial,https://a2.soysuper.com/263a1fbfa7564bd79d2767e4655c0267.110.110.0.min.wmark.5529c48a.jpg
680bf5260932f7074153b4a2,Deliplus,Barra labios larga duracion 12H Nº 06 (acabado mate),U,5,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Labios,Maquillaje para Labios,https://a2.soysuper.com/fff3aa7633176c69495bf9d0d8d3465d.110.110.0.min.wmark.7dd34119.jpg
680f8c270932f7074d0f153d,Deliplus,"Sombra ojos cuarteto Nº 11 verdes (mates, satinadas y perladas)",U,4,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Ojos,Maquillaje para Ojos,https://a2.soysuper.com/3ed48627571081f2e58ae9efa3989618.110.110.0.min.wmark.9d72d4ab.jpg
680bf5258ca63c490d2d93ce,Deliplus,Barra labios larga duracion 12H Nº 04 (acabado mate),U,5,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Labios,Maquillaje para Labios,https://a1.soysuper.com/d80b7c7979346a9452cb957b0dd86fbf.110.110.0.min.wmark.b0f9e773.jpg
69f442980932f76d73696257,Deliplus,Laca uñas Nº 143 amarillo (coleccion verano),U,2.5,Perfumería y Parafarmacia > Maquillaje > Laca para Uñas,Laca para Uñas,https://a1.soysuper.com/9a8e1d0ab488aeb3bd34001036728838.110.110.0.min.wmark.256c4fa5.jpg
6668053f0932f7306f8ba531,Deliplus,Polvos compactos faciales 24H Nº5 bronceado (para pieles morenas y bronceadas),U,6,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,Maquillaje Facial,https://a1.soysuper.com/492e146854c180c8dc0c7c918d7b936e.110.110.0.min.wmark.b164b12e.jpg
6871e4278ca63c11b9341aa7,Deliplus,Tonico facial vitaminas & minerales (hidrata y regenera),Bote 255 ml,3.2,Perfumería y Parafarmacia > Cuidado Facial > Limpieza Facial,Limpieza Facial,https://a1.soysuper.com/b18ff825b6218b9fbf2890b481da0e91.110.110.0.min.wmark.300fdeb5.jpg
69bea4f4e93cdf105614a39e,Deliplus,Protector solar facial fps 50 bruma pieles sensibles (spray),Bote 75 ml,6,Perfumería y Parafarmacia > Productos Solares > Protector Solar,Protector Solar,https://a2.soysuper.com/0a1bc9902ebd4f511a88547efecf2959.110.110.0.min.wmark.9939f5d3.jpg
67576cb1a445086b4e2c3450,Deliplus,Crema facial hombre antiarrugas,Tarro 50 ml,5,Perfumería y Parafarmacia > Cuidado Facial > Para Hombre,Para Hombre,https://a0.soysuper.com/719a272e5e65190aa9b553bea93e4242.110.110.0.min.wmark.b1b91ba9.jpg
6837a7620932f702f076e4be,Deliplus,Pañal 3 a 6 kg talla 2,Paquete 42 u,6.85,Bebés y Niños > Pañales > Talla 2,Talla 2,https://a0.soysuper.com/a1036415f11b59537dae80fc9b4a57b9.110.110.0.min.wmark.ca0e1673.jpg
683bee921452a0338c43f04f,Deliplus,Exfoliante corporal marino (con vitamina e y sales minerales del mar muerto),Tarro 400 g,4.55,Perfumería y Parafarmacia > Cuidado Corporal > Exfoliante,Exfoliante,https://a0.soysuper.com/cb355baedd6bd097159815af021884ea.110.110.0.min.wmark.d9e8dfbb.jpg
68f6452c53c97b014c58f71b,Deliplus,Compresa normal alas,Paquete 10 u,2.15,Perfumería y Parafarmacia > Higiene Íntima > Compresas,Compresas,https://a0.soysuper.com/b587baffc5fa5d25d42080af24479769.110.110.0.min.wmark.1a573386.jpg
6808fef6722d6a4cb62b3ade,Deliplus,Gel baño dermo aroma piel normal granada,Botella 750 ml,1.59,Perfumería y Parafarmacia > Cuidado Corporal > Cremas y Lociones,Cremas y Lociones,https://a2.soysuper.com/f470f2f95fcac5282218939d882cc85f.110.110.0.min.wmark.bd7c92e2.jpg
65e585fce93cdf17d96d11c0,Deliplus,Gel baño piel normal perfumado marino & cedro,Botella 750 ml,1.59,Perfumería y Parafarmacia > Cuidado Corporal > Gel de Baño,Gel de Baño,https://a2.soysuper.com/7c7e595c55f644650227e80531768a56.110.110.0.min.wmark.5936ccba.jpg
68bef8d92508c121c48020d1,Deliplus,Champu cabello bebe con dosificador,Botella 400 ml,1.95,Bebés y Niños > Higiene y Perfumería > Champú,Champú,https://a0.soysuper.com/41139164067a83facabdbd42cb6718ee.110.110.0.min.wmark.45fe9c9e.jpg
68cee72a722d6a692448955f,Deliplus,Corrector facial mate long lasting Nº200,U,4.75,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,Maquillaje Facial,https://a0.soysuper.com/2c44226780719d252d72897eb8ed8efd.110.110.0.min.wmark.5a00b14c.jpg
68cee72bd7918735c82bd4d5,Deliplus,Corrector facial mate long lasting Nº300,U,4.75,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,Maquillaje Facial,https://a0.soysuper.com/3e1beecae615c3a066350721b85d130c.110.110.0.min.wmark.5cfe2bb0.jpg
68cee7290932f74a45173dc4,Deliplus,Corrector facial mate long lasting Nº210,U,4.75,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,Maquillaje Facial,https://a1.soysuper.com/a00d72cee91dd64a8e71d3e11d0a23a6.110.110.0.min.wmark.ba7eba7c.jpg
69a3e5a691e1282868819bbf,Deliplus,"Fijador bruma facial multifuncional (hidrata, prepara, protege, fija y perfecciona)",U,5.5,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,Maquillaje Facial,https://a2.soysuper.com/243ae596f4767a1d0a5ea8fba2315e2d.110.110.0.min.wmark.1a789047.jpg
68cee72ae93cdf612f43ade7,Deliplus,Corrector facial hydra Nº300,U,5,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,Maquillaje Facial,https://a2.soysuper.com/cde6491974798766aeaaf0bbbe00bad9.110.110.0.min.wmark.143a390e.jpg
680bf48be93cdf26ad593e5e,Deliplus,Colorete satinado Nº 04 melange,U,5,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,Maquillaje Facial,https://a2.soysuper.com/418b8e531e66ea63767260d498cea8f4.110.110.0.min.wmark.622af329.jpg
69b3d8dca445082bba3e029a,Deliplus,Cepillo dental duro,Paquete 4 u,1.35,Perfumería y Parafarmacia > Higiene Bucal > Cepillo Dental,Cepillo Dental,https://a1.soysuper.com/278bcc53b202f23f41f930c8f8f6206c.110.110.0.min.wmark.fde91db3.jpg
68d62c461452a06fe8344542,Deliplus,Perfilador ojos waterproof Nº 106 marron,U,3.25,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Ojos,Maquillaje para Ojos,https://a2.soysuper.com/f3fa68f326bc0fb4df4a88002229b7df.110.110.0.min.wmark.628619b8.jpg
68f645302508c11c4a29608a,Deliplus,Compresa super plegada sin alas,Paquete 28 u,2.15,Perfumería y Parafarmacia > Higiene Íntima > Compresas,Compresas,https://a2.soysuper.com/2970e7f895d636080628f781272be146.110.110.0.min.wmark.2002b6f6.jpg
6749b56a53c97b538e7d34c0,Deliplus,Sombra ojos stick automatico Nº 02 rose (larga duracion y multifuncional),U,4.25,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Ojos,Maquillaje para Ojos,https://a1.soysuper.com/7fbfc76c2fffa6fce992c8c963c9d548.110.110.0.min.wmark.97925508.jpg
6987349053c97b01a03fa5dd,Deliplus,Lote mujer pistacho cream (hair & body fragancia mist y leche corporal glitter),U,6,Perfumería y Parafarmacia > Lotes Regalo > Para baño,Para baño,https://a1.soysuper.com/4c2fd38a60af5bedb454d0299ce96600.110.110.0.min.wmark.33dce119.jpg
6908a07d53c97b015d0934fe,Deliplus,Lote mujer vainilla sunset hair & body fragance mist 250 ml + body milk glitter 100 ml,U,6,Perfumería y Parafarmacia > Lotes Regalo > Para baño,Para baño,https://a2.soysuper.com/c096d709a5756f93d23f443dd3c5562e.110.110.0.min.wmark.eafd9720.jpg
69a3e5b28ca63c5cbd62df41,Deliplus,Lote hombre aqua DEO body spray 200 ml + GEL fijador 100 ml + gel/champu 200 ml,U,8.5,Perfumería y Parafarmacia > Colonia > Lote,Lote,https://a2.soysuper.com/db988bd4b27c3b790285478595638867.110.110.0.min.wmark.766562bc.jpg
5cc0324de93cdf5a83441faf,Deliplus,Enjuague bucal total action (verde),Botella 500 ml,1.3,Perfumería y Parafarmacia > Higiene Bucal > Enjuague Bucal,Enjuague Bucal,https://a0.soysuper.com/9c45ff03322ecc5b86a021d37d2eba49.110.110.0.min.wmark.b1180196.jpg
517b777a6d803efe3600003c,Deliplus,Toallitas húmedas cara y manos infantil,Paquete de 20 uds,0.75,Perfumería y Parafarmacia > Higiene Íntima > Toallitas Íntimas Frescas,Toallitas Íntimas Frescas,https://a0.soysuper.com/32d1fd7b3f898534f8ffc4b8a40b3445.110.110.0.min.wmark.c14e4d69.jpg
5c9a5342e93cdf4f3a100684,Deliplus,Spray aqua styling,Botella 200 ml,2,Perfumería y Parafarmacia > Cuidado del Cabello > Fijadores,Fijadores,https://a2.soysuper.com/a77998df106d13f93a4f381918b56092.110.110.0.min.wmark.3acf4ae9.jpg
69c30a578ca63c4c96711c19,Deliplus,Barra labios lips oil 02 chocolate (con acabado efecto gel y brillo sensacion ligera) (coleccion jelly lip oil),U,5,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Labios,Maquillaje para Labios,https://a1.soysuper.com/10d1eac11a35072eb594c253ae19a138.110.110.0.min.wmark.f02e8043.jpg
68cedf4391e128d94a3b3b35,Deliplus,Maquillaje mate stick Nº 210,U,7,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,Maquillaje Facial,https://a2.soysuper.com/014f88b70c39efeb4a8289853e6c7918.110.110.0.min.wmark.ae389a63.jpg
680bf48d91e128f2a8514f7a,Deliplus,Polvos compactos faciales seda Nº 200 beige rosado,U,6,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,Maquillaje Facial,https://a0.soysuper.com/a041235f2f949a08f3a06ff4ac274e61.110.110.0.min.wmark.73dcb7ca.jpg
6837a7611452a02f747ab452,Deliplus,Pañal 13 a 18 kg talla 5,3 x 30 u,17.46,Bebés y Niños > Pañales > Talla 5,Talla 5,https://a1.soysuper.com/8251125ffbd556104efc4681d9f9a6fa.110.110.0.min.wmark.df4ce1e8.jpg
69df9a93e93cdf7d5970dc7c,Deliplus,"Colorete crema blush 01 pink nude (textura cremosa, acabado mate natural) coleccion duo gloss & blush",U,5.25,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,Maquillaje Facial,https://a2.soysuper.com/6fb2e12d1e78e532dae537af35865283.110.110.0.min.wmark.22becff5.jpg
6749b56ae6ed4010ef48c7f0,Deliplus,Sombra ojos stick automatico Nº 04 borgoña (larga duracion y multifuncional),U,4.17,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Ojos,Maquillaje para Ojos,https://a0.soysuper.com/18c66451d36237bcfd16a37a321cd31a.110.110.0.min.wmark.cee2990b.jpg
67ea5f3c722d6a39cb1c2261,Deliplus,Perfilador cejas y vello facial(contiene una cuchilla pequeña para cejas + 2 cuchillas grandes para vello facial),U,2.8,Perfumería y Parafarmacia > Depilación > Maquinillas,Maquinillas,https://a0.soysuper.com/3a2286bb574950660d0bca2c5ef5114a.110.110.0.min.wmark.722b974e.jpg
68cedf4553c97b1d1736e129,Deliplus,Maquillaje fluido mate long lasting Nº200,U,6.5,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,Maquillaje Facial,https://a1.soysuper.com/0c7f1ef51ac5705f79cf62c693230641.110.110.0.min.wmark.160c1639.jpg
69e473526c714b23ac2ed422,Deliplus,Tratamiento capilar 3 semanas ampollas concentradas reparacion molecular,3 u,3.84,Perfumería y Parafarmacia > Cuidado del Cabello > Tratamientos para el Cabello,Tratamientos para el Cabello,https://a0.soysuper.com/e6bd91a0fc6c99027602367b6154bc25.110.110.0.min.wmark.37442a1b.jpg
6749b56a8ca63c1000524b27,Deliplus,Sombra ojos stick automatico Nº 06 bronce (larga duracion y multifuncional),U,4,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Ojos,Maquillaje para Ojos,https://a2.soysuper.com/dd8af32d5ea8b6df2616ec33b6f1f590.110.110.0.min.wmark.8048db67.jpg
681214de53c97b3752621834,Deliplus,Tiras protectoras poliuretano especial aqua,Caja 12 u,1.3,Perfumería y Parafarmacia > Parafarmacia > Botiquín,Botiquín,https://a0.soysuper.com/439aa2abfbc5b85bdd6c900bafddf141.110.110.0.min.wmark.26c35455.jpg
67c4037991e128016f7639fe,Deliplus,KIT higiene bucal (cepillo + dentifrico),U,2.35,Perfumería y Parafarmacia > Higiene Bucal > Cepillo Dental,Cepillo Dental,https://a1.soysuper.com/85bab1e9eb0483ac37925062a0798be4.110.110.0.min.wmark.6ca8981b.jpg
68de18096c714bd5c62f9b26,Deliplus,Desodorante body spray hombre perfume fire,Bote 200 ml,1.75,Perfumería y Parafarmacia > Desodorante > Spray,Spray,https://a1.soysuper.com/7706429b0854a2f39b8ac4d02e20b658.110.110.0.min.wmark.fa5ccc91.jpg
6640691d98ec91619c7628a1,Deliplus,Protector solar corporal niños fps 50+ (pistola),Botella 250 ml,7.46,Bebés y Niños > Higiene y Perfumería > Productos Solares,Productos Solares,https://a0.soysuper.com/eebd59b9ddfb8ccc51bd48a5fc337e44.110.110.0.min.wmark.fcefa5d2.jpg
680608be6c714bcb3b50eca1,Deliplus,Crema facial nutritiva redensificadora caviar,Tarro 50 ml,5,Perfumería y Parafarmacia > Cuidado Facial > Crema Facial,Crema Facial,https://a2.soysuper.com/252999c2b8d4aae2cfe995d10ce8089a.110.110.0.min.wmark.8851d6a7.jpg
66bb21be8ca63c068f40cf3e,Deliplus,Tiras limpiaporos,Caja 6 u,2.5,Perfumería y Parafarmacia > Cuidado Facial > Limpieza Facial,Limpieza Facial,https://a0.soysuper.com/9a0f8a0f9df0e83429df00cba4e87310.110.110.0.min.wmark.2dc32a1d.jpg
69fa72d90932f76daf2fddf7,Deliplus,Barra labios cremosa Nº 220 rosado,U,4.65,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Labios,Maquillaje para Labios,https://a0.soysuper.com/7bbd970998f082c509c6be2ee2826d73.110.110.0.min.wmark.62dbee63.jpg
69f8aa44722d6a437e14a57d,Deliplus,Pintalabios fluido mate Nº 16 rojo (larga duracion),U,4.5,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Labios,Maquillaje para Labios,https://a1.soysuper.com/c7516d91f1c46cd31378ad30f7f6f981.110.110.0.min.wmark.87cc1e7f.jpg
6a103519d7918719c2375884,Deliplus,Compresa incontinencia mini (absorcion 1),Paquete 20 u,2.2,Perfumería y Parafarmacia > Higiene Íntima > Incontinencia,Incontinencia,
69911c7391e1282879705d98,Deliplus,Mascara pestañas brown xtrem (efecto lifting),U,4.5,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Ojos,Maquillaje para Ojos,https://a2.soysuper.com/748d482e9ac9bca39401924fa5a191b0.110.110.0.min.wmark.204a383e.jpg
6749b56a91e128369e537e2f,Deliplus,Sombra ojos stick automatico Nº 07 cobre (larga duracion y multifuncional),U,4,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Ojos,Maquillaje para Ojos,https://a2.soysuper.com/16d8a5b46e1277f52f9ce2bb36db36ee.110.110.0.min.wmark.8bbb7011.jpg
69b1134c0932f726fb6844ee,Deliplus,Primer facial active glow (prebase alisa e ilumina)(coleccion denim blossom),U,6,Perfumería y Parafarmacia > Cuidado Facial > Crema Facial,Crema Facial,https://a2.soysuper.com/121904089c54dd5e0af3f4ccb42f664a.110.110.0.min.wmark.a6e03676.jpg
69ca349ed7918728ac7325ff,Deliplus,"Agua facial mist exosomas & cica (reafirmante , hidratante, reduce lineas de expresion)",Botella 100 ml,3.5,Perfumería y Parafarmacia > Cuidado Facial > Mist Facial,Mist Facial,https://a0.soysuper.com/1e103c7641ce2672eba0b11b6b8245c8.110.110.0.min.wmark.fc457ef8.jpg
66899c592508c10fde44965d,Deliplus,Corrector con acabado natural radiante y luminoso liquid highlighter,U,4.75,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,Maquillaje Facial,https://a0.soysuper.com/b05fb3106fa37e24e63adf6474af1571.110.110.0.min.wmark.b19b2598.jpg
690ef9626c714b2bc85c8955,Deliplus,Crema facial hidratante con color y pigmentos encapsulados,Bote 30 ml,7.5,Perfumería y Parafarmacia > Cuidado Facial > Crema Facial,Crema Facial,https://a1.soysuper.com/e703adff81d8f336be61ab313b76b346.110.110.0.min.wmark.b75259ae.jpg
69b2eaf4d7918709b0609260,Deliplus,Laca uñas Nº 139 granate,U,2.5,Perfumería y Parafarmacia > Maquillaje > Laca para Uñas,Laca para Uñas,https://a2.soysuper.com/e6dbdc3bcd9e68f252aa31f9c3037da4.110.110.0.min.wmark.b9905619.jpg
4fc913efcc75fa2a35011d3b,Bosque Verde,Estropajo salvauñas azul (no raya),Pack 3 u,0.75,Droguería > Utensilios de Limpieza > Estropajos,Estropajos,https://a1.soysuper.com/755dd4ae81b02d80ae7d41dcb1bc2d84.110.110.0.min.wmark.a3ce9756.jpg
4fc9158dcc75fa2a35017f36,Bosque Verde,Ambientador electrico recambio 6 fragancias spa,U 25 ml,2.91,Droguería > Ambientadores > Eléctricos,Eléctricos,https://a1.soysuper.com/8484644856a95dd6a6798d8973cf764e.110.110.0.min.wmark.c0afa926.jpg
62a743bee6ed404c4e06ffe3,Bosque Verde,Limpiagafas spray con gamuza,Bote 15 ml,2.54,Droguería > Celulosa > Limpia Gafas,Limpia Gafas,https://a1.soysuper.com/75e3fa2c7f15eebfbc0618a6a7bd7a8d.110.110.0.min.wmark.0d23d2d2.jpg
5aa640f3722d6a4b842c0a69,Bosque Verde,Guantes desechables nitrilo talla pequeña (azules),Caja 30 u,2.85,Droguería > Utensilios de Limpieza > Guantes,Guantes,https://a2.soysuper.com/652e09d7458eae83cb2f28f743f3261a.110.110.0.min.wmark.1dbdfbf0.jpg
4fc90fc7cc75fa2a350019a2,Bosque Verde,Esponja borrador magico,Pack 3 u,1.45,Droguería > Utensilios de Limpieza > Estropajos,Estropajos,https://a0.soysuper.com/c52950305e4ce2a83b192a60ae29b6eb.110.110.0.min.wmark.e31d76b4.jpg
4fc916b1cc75fa2a3501c7e9,Bosque Verde,Alcohol limpieza perfumado,Botella 1 l,2.3,Droguería > Limpieza del Hogar > Lejía y Líquidos Fuertes,Lejía y Líquidos Fuertes,https://a2.soysuper.com/f1a3559ed95ddfa2d2acc0554349b627.110.110.0.min.wmark.afa17900.jpg
4fc913e2cc75fa2a35011a2a,Bosque Verde,Activador lavado líquido blanqueante oxi activo (ropa blanca),Botella 2 l - 22 lavados,1.9,Droguería > Cuidado de la Ropa > Activador del Lavado,Activador del Lavado,https://a1.soysuper.com/703514ca066a16f13fddd9631b515b04.110.110.0.min.wmark.55e4a022.jpg
54f5b1c353c97b7ab34f5162,Bosque Verde,Limpiahogar multiusos con alcohol aroma pino,Botella 1500 ml,1.73,Droguería > Limpieza del Hogar > Limpiadores Multiusos,Limpiadores Multiusos,https://a2.soysuper.com/838ac9aa8cf552ee3636f4ded1a5814f.110.110.0.min.wmark.b3e1e751.jpg
6103c5f653c97b31d4124a28,Bosque Verde,Tenedor reutilizable,Paquete 15 u,1.55,"Droguería > Desechables > Cubiertos, Platos y Vasos","Cubiertos, Platos y Vasos",https://a2.soysuper.com/b195d6fca2fb01b8bb9c90c628b83a12.110.110.0.min.wmark.f601216f.jpg
62a99d560932f765d7262b9f,Bosque Verde,Guantes flocado talla pequeña,Paquete 2 ud,0.9,Droguería > Utensilios de Limpieza > Guantes,Guantes,https://a0.soysuper.com/de03bcac6959f0da0667418af72d23ef.110.110.0.min.wmark.87b05c8e.jpg
57d9305953c97b38c0465e25,Bosque Verde,Limpia lavadoras liquido (protege y elimina mal olor y suciedad),Botella 250 ml,1.95,Droguería > Limpieza del Hogar > Antical,Antical,https://a1.soysuper.com/b0d424f3f0d219704173cdf03873032c.110.110.0.min.wmark.edf9a4ab.jpg
62723951722d6a014b5113dc,Bosque Verde,Guantes desechables latex natural talla pequeña (sin polvo),Caja 50 u,3.2,Droguería > Utensilios de Limpieza > Guantes,Guantes,https://a2.soysuper.com/f8a68123f05acbed40aa1f510ae5667c.110.110.0.min.wmark.b4b3cb39.jpg
4fc913dacc75fa2a3501182d,Bosque Verde,Detergente lavadora gel concentrado ropa blanca y color,Botella 810 ml (27 lavados),3.61,Droguería > Cuidado de la Ropa > Detergente,Detergente,https://a1.soysuper.com/f3ad7427eac72697326415f2d8209a39.110.110.0.min.wmark.d39873c6.jpg
60e91c33d791870bb1794d85,Bosque Verde,Limpiacristales mango (sin palo),pieza 1 u,2.6,Droguería > Utensilios de Limpieza > Limpieza de cristales,Limpieza de cristales,https://a0.soysuper.com/1280710e58b32117763d3910899ce1e5.110.110.0.min.wmark.770a03ec.jpg
64e330228ca63c1c344a647c,Bosque Verde,Ambientador recambio para difusor manual spray mini aroma brisa,Pack 2 x 15 ml - 30 ml,1.8,Droguería > Ambientadores > Minispray,Minispray,https://a0.soysuper.com/8a2601ab759149410f722a2405ebc653.110.110.0.min.wmark.1355f412.jpg
