sale_id,order_date,order_ts,customer_id,store_id,dc_id,region,payment_method,payment_status,payment_days,channel,subtotal_net,tax_amount,total_gross,status,has_partial_stockout,num_items,ticket_trend
SO-2025-0000026,2025-12-25,2025-12-25T11:00:03,CUST_9DB589A3C811,,DC_BCN,Cataluña,transferencia,paid,0,ecommerce,59.05,12.4,71.45,confirmed,False,10,declining
SO-2025-0000027,2025-12-25,2025-12-25T18:50:01,CUST_68F8EEB19AD2,,DC_BCN,Cataluña,transferencia,paid,0,ecommerce,79.37,16.67,96.04,confirmed,True,9,declining
SO-2025-0000028,2025-12-25,2025-12-25T11:20:58,CUST_7D35788FD0CD,ST_00952,,Cataluña,tarjeta,paid,0,tienda,52.76,10.63,63.39,confirmed,True,8,stable
SO-2025-0000029,2025-12-26,2025-12-26T13:23:56,CUST_30B1310C0C00,,DC_BCN,Cataluña,contrareembolso,paid,0,ecommerce,124.7,18.66,143.36,confirmed,True,16,stable
SO-2025-0000030,2025-12-26,2025-12-26T20:43:00,CUST_67B01D7C0098,,DC_BCN,Cataluña,transferencia,pending,15,ecommerce,96.41,19.89,116.3,confirmed,False,23,declining
SO-2025-0000031,2025-12-26,2025-12-26T10:56:12,CUST_DD3F52BDC661,,DC_ZGZ,País Vasco,contrareembolso,paid,0,ecommerce,124.87,24.21,149.08,confirmed,True,20,stable
SO-2025-0000032,2025-12-26,2025-12-26T10:03:42,CUST_7D6688476C56,,DC_BCN,Cataluña,transferencia,paid,0,ecommerce,75.89,15.94,91.83,confirmed,False,10,declining
SO-2025-0000033,2025-12-26,2025-12-26T16:49:22,CUST_86342BA6ADB3,ST_00952,,Cataluña,tarjeta,paid,0,tienda,32.21,6.77,38.98,confirmed,True,6,stable
SO-2025-0000034,2025-12-26,2025-12-26T19:33:33,CUST_B90E951C25D5,,DC_SEV,Ciudad Autónoma de Melilla,tarjeta,paid,0,ecommerce,33.55,7.05,40.6,confirmed,False,2,declining
SO-2025-0000035,2025-12-26,2025-12-26T20:40:13,CUST_F2D28E85140D,ST_00981,,Cataluña,tarjeta,pending,15,tienda,69.31,14.17,83.48,confirmed,True,14,growing
SO-2025-0000036,2025-12-26,2025-12-26T16:47:38,CUST_A87990422EB7,,DC_MAD,Castilla y León,transferencia,pending,15,ecommerce,73.75,11.73,85.48,confirmed,False,15,declining
SO-2025-0000037,2025-12-26,2025-12-26T18:31:35,CUST_68F8EEB19AD2,ST_00952,,Cataluña,tarjeta,paid,0,tienda,58.71,12.33,71.04,confirmed,True,15,declining
SO-2025-0000038,2025-12-27,2025-12-27T19:34:52,CUST_008D610461E3,ST_00952,,Cataluña,tarjeta,paid,0,tienda,51.78,10.77,62.55,confirmed,True,14,stable
SO-2025-0000039,2025-12-27,2025-12-27T13:25:25,CUST_B0B608601833,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,56.91,11.95,68.86,confirmed,False,13,growing
SO-2025-0000040,2025-12-27,2025-12-27T14:16:04,CUST_1EB753FFD3A2,,DC_BCN,Cataluña,transferencia,paid,0,ecommerce,55.18,11.59,66.77,confirmed,False,6,declining
SO-2025-0000041,2025-12-27,2025-12-27T13:08:57,CUST_69298693FD9D,ST_01294,,Canarias,contrareembolso,paid,0,tienda,69.5,10.56,80.06,confirmed,True,9,stable
SO-2025-0000042,2025-12-27,2025-12-27T17:02:47,CUST_5D98F05EEEFE,ST_00374,,Comunitat Valenciana,contrareembolso,paid,0,tienda,137.29,28.21,165.5,confirmed,True,23,declining
SO-2025-0000043,2025-12-27,2025-12-27T17:34:52,CUST_929C33C08BF1,,DC_MAD,Comunidad de Madrid,transferencia,paid,0,ecommerce,101.68,20.22,121.9,confirmed,False,16,stable
SO-2025-0000044,2025-12-27,2025-12-27T16:43:29,CUST_A612889D4B76,,DC_SEV,Ciudad Autónoma de Melilla,transferencia,paid,0,ecommerce,65.78,12.68,78.46,confirmed,False,13,stable
SO-2025-0000045,2025-12-27,2025-12-27T18:36:24,CUST_71EFAE13591E,,DC_ZGZ,Aragón,transferencia,paid,0,ecommerce,43.24,9.08,52.32,confirmed,False,7,stable
SO-2025-0000046,2025-12-27,2025-12-27T18:54:05,CUST_9DB589A3C811,ST_00952,,Cataluña,contrareembolso,paid,0,tienda,58.47,12.28,70.75,confirmed,True,11,declining
SO-2025-0000047,2025-12-27,2025-12-27T20:19:21,CUST_68F8EEB19AD2,,DC_BCN,Cataluña,transferencia,paid,0,ecommerce,63.31,13.3,76.61,confirmed,True,12,declining
SO-2025-0000048,2025-12-27,2025-12-27T15:08:27,CUST_B41507388BA4,,DC_VLC,Comunitat Valenciana,tarjeta,paid,0,ecommerce,81.66,16.98,98.64,confirmed,False,7,stable
SO-2025-0000049,2025-12-27,2025-12-27T16:38:14,CUST_7D35788FD0CD,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,43.47,9.13,52.6,confirmed,False,4,stable
SO-2025-0000050,2025-12-28,2025-12-28T19:33:43,CUST_67B01D7C0098,ST_00952,,Cataluña,tarjeta,pending,15,tienda,103.59,21.71,125.3,confirmed,True,19,declining
SO-2025-0000051,2025-12-29,2025-12-29T19:15:45,CUST_EDD450F0FD0A,,DC_SEV,Andalucía,contrareembolso,paid,0,ecommerce,20.24,4.08,24.32,confirmed,False,6,stable
SO-2025-0000052,2025-12-29,2025-12-29T17:18:51,CUST_B386C991603F,,DC_MAD,Comunidad de Madrid,tarjeta,paid,0,ecommerce,52.35,10.5,62.85,confirmed,False,11,growing
SO-2025-0000053,2025-12-29,2025-12-29T14:51:33,CUST_13D5709B7D97,,DC_ZGZ,Aragón,contrareembolso,paid,0,ecommerce,32.76,6.88,39.64,confirmed,False,2,declining
SO-2025-0000054,2025-12-29,2025-12-29T15:28:15,CUST_6875832F52C4,ST_00952,,Cataluña,tarjeta,paid,0,tienda,59.41,11.72,71.13,confirmed,True,13,stable
SO-2025-0000055,2025-12-29,2025-12-29T11:09:40,CUST_4CE922D90DB3,,DC_BCN,Cataluña,contrareembolso,paid,0,ecommerce,22.77,4.78,27.55,confirmed,False,4,declining
SO-2025-0000056,2025-12-29,2025-12-29T10:54:33,CUST_CBD5F73936E9,,DC_SEV,Canarias,tarjeta,paid,0,ecommerce,118.24,23.56,141.8,confirmed,True,23,stable
SO-2025-0000057,2025-12-29,2025-12-29T11:40:11,CUST_CF89E550D736,ST_00277,,Comunitat Valenciana,tarjeta,pending,15,tienda,210.98,44.19,255.17,confirmed,True,34,stable
SO-2025-0000058,2025-12-30,2025-12-30T17:01:05,CUST_ACDA1165E210,,DC_MAD,Castilla y León,transferencia,paid,0,ecommerce,37.17,7.8,44.97,confirmed,False,4,declining
SO-2025-0000059,2025-12-30,2025-12-30T10:09:25,CUST_E3B10A3450FC,,DC_ZGZ,Cantabria,transferencia,paid,0,ecommerce,34.37,7.11,41.48,confirmed,True,6,stable
SO-2025-0000060,2025-12-30,2025-12-30T12:41:19,CUST_019059DCABD0,ST_00981,,Cataluña,tarjeta,paid,0,tienda,31.67,6.03,37.7,confirmed,True,7,stable
SO-2025-0000061,2025-12-30,2025-12-30T20:17:59,CUST_1EB753FFD3A2,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,62.65,12.78,75.43,confirmed,False,18,declining
SO-2025-0000062,2025-12-30,2025-12-30T19:15:38,CUST_01589D8776A0,,DC_ZGZ,País Vasco,tarjeta,paid,0,ecommerce,75.24,15.23,90.47,confirmed,False,15,stable
SO-2025-0000063,2025-12-30,2025-12-30T17:50:42,CUST_113620509C62,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,105.0,13.99,118.99,confirmed,False,6,growing
SO-2025-0000064,2025-12-30,2025-12-30T17:41:09,CUST_7ED1C9B7C9BC,ST_00981,,Cataluña,tarjeta,pending,30,tienda,181.18,37.97,219.15,confirmed,True,34,growing
SO-2025-0000065,2025-12-30,2025-12-30T19:11:13,CUST_D55791DDB9BF,,DC_SEV,Andalucía,tarjeta,paid,0,ecommerce,75.05,15.76,90.81,confirmed,False,13,stable
SO-2025-0000066,2025-12-30,2025-12-30T12:03:33,CUST_23326992896E,ST_01294,,Canarias,tarjeta,paid,0,tienda,16.95,3.56,20.51,confirmed,True,5,declining
SO-2025-0000067,2025-12-30,2025-12-30T12:38:54,CUST_B2A6D02B1243,,DC_ZGZ,Comunidad Foral de Navarra,tarjeta,pending,15,ecommerce,26.47,5.56,32.03,confirmed,False,5,declining
SO-2025-0000068,2025-12-30,2025-12-30T14:51:04,CUST_FE74DD83AD03,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,68.33,14.35,82.68,confirmed,False,1,declining
SO-2025-0000069,2025-12-30,2025-12-30T18:23:01,CUST_71EFAE13591E,ST_01403,,Aragón,tarjeta,paid,0,tienda,57.73,11.63,69.36,confirmed,False,8,stable
SO-2025-0000070,2025-12-31,2025-12-31T11:01:17,CUST_30B1310C0C00,,DC_BCN,Cataluña,transferencia,paid,0,ecommerce,162.81,31.47,194.28,confirmed,False,35,stable
SO-2025-0000071,2025-12-31,2025-12-31T18:36:04,CUST_5B99E61FECC0,ST_00952,,Cataluña,tarjeta,paid,0,tienda,54.91,11.39,66.3,confirmed,True,10,growing
SO-2025-0000072,2025-12-31,2025-12-31T18:52:38,CUST_0710F071D879,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,32.06,5.99,38.05,confirmed,False,10,stable
SO-2025-0000073,2025-12-31,2025-12-31T12:43:50,CUST_13D5709B7D97,ST_01425,,Aragón,contrareembolso,paid,0,tienda,69.61,14.62,84.23,confirmed,True,13,declining
SO-2025-0000074,2025-12-31,2025-12-31T09:00:04,CUST_907B978648F8,,DC_ZGZ,País Vasco,tarjeta,paid,0,ecommerce,94.31,19.8,114.11,confirmed,True,20,stable
SO-2025-0000075,2025-12-31,2025-12-31T11:59:08,CUST_A66F39669FA7,,DC_ZGZ,Galicia,tarjeta,paid,0,ecommerce,40.21,8.45,48.66,confirmed,False,9,stable
SO-2025-0000076,2025-12-31,2025-12-31T19:25:02,CUST_039F4D6168BD,ST_01294,,Canarias,contrareembolso,paid,0,tienda,122.62,24.55,147.17,confirmed,True,31,declining
SO-2025-0000077,2025-12-31,2025-12-31T10:40:51,CUST_93B712F70C97,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,29.05,5.65,34.7,confirmed,True,7,declining
SO-2025-0000078,2025-12-31,2025-12-31T17:15:59,CUST_5913785299F4,,DC_ZGZ,País Vasco,transferencia,paid,0,ecommerce,113.54,23.66,137.2,confirmed,True,22,declining
SO-2025-0000079,2025-12-31,2025-12-31T20:25:24,CUST_019059DCABD0,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,27.07,4.26,31.33,confirmed,False,5,stable
SO-2025-0000080,2025-12-31,2025-12-31T18:00:29,CUST_9C1C85D2D0A6,ST_00981,,Cataluña,transferencia,pending,15,tienda,59.19,11.77,70.96,confirmed,True,16,declining
SO-2025-0000081,2025-12-31,2025-12-31T12:24:03,CUST_F75D6B2D5B09,,DC_SEV,Ciudad Autónoma de Melilla,tarjeta,pending,15,ecommerce,166.35,34.93,201.28,confirmed,True,38,stable
SO-2025-0000082,2025-12-31,2025-12-31T20:38:34,CUST_E9DD63119ACA,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,220.7,44.39,265.09,confirmed,True,38,stable
SO-2025-0000083,2025-12-31,2025-12-31T11:22:51,CUST_4A558ACBBE09,ST_00952,,Cataluña,contrareembolso,paid,0,tienda,68.24,14.33,82.57,confirmed,True,13,stable
SO-2025-0000084,2025-12-31,2025-12-31T10:31:35,CUST_500EB89BDF7F,ST_00981,,Cataluña,tarjeta,paid,0,tienda,89.97,18.89,108.86,confirmed,True,10,stable
SO-2025-0000085,2025-12-31,2025-12-31T15:09:02,CUST_7ED1C9B7C9BC,,DC_BCN,Cataluña,tarjeta,pending,30,ecommerce,164.99,34.65,199.64,confirmed,False,29,growing
SO-2025-0000086,2025-12-31,2025-12-31T17:43:56,CUST_8A2D3BFDA8A6,,DC_ZGZ,Galicia,tarjeta,paid,0,ecommerce,237.06,48.44,285.5,confirmed,True,45,stable
SO-2025-0000087,2025-12-31,2025-12-31T10:41:02,CUST_32735373BF4D,,DC_SEV,Andalucía,tarjeta,paid,0,ecommerce,157.37,28.42,185.79,confirmed,True,28,stable
SO-2025-0000088,2025-12-31,2025-12-31T14:49:09,CUST_370B0A530DF9,,DC_SEV,Canarias,tarjeta,paid,0,ecommerce,77.51,15.89,93.4,confirmed,False,8,stable
SO-2025-0000089,2025-12-31,2025-12-31T11:23:32,CUST_2D6EB7893986,ST_00981,,Cataluña,tarjeta,pending,15,tienda,68.23,14.1,82.33,confirmed,True,7,growing
SO-2025-0000090,2025-12-31,2025-12-31T11:14:06,CUST_DB4B537D0BD1,ST_00952,,Cataluña,transferencia,pending,15,tienda,110.83,22.34,133.17,confirmed,True,21,stable
SO-2026-0000091,2026-01-01,2026-01-01T14:05:22,CUST_A66F39669FA7,,DC_ZGZ,Galicia,contrareembolso,paid,0,ecommerce,135.65,13.69,149.34,confirmed,False,4,stable
SO-2026-0000092,2026-01-01,2026-01-01T12:20:12,CUST_0B9B23C86D30,,DC_MAD,Comunidad de Madrid,contrareembolso,paid,0,ecommerce,41.75,8.77,50.52,confirmed,False,12,growing
SO-2026-0000093,2026-01-01,2026-01-01T19:00:59,CUST_6E219AFD4015,,DC_MAD,Comunidad de Madrid,transferencia,paid,0,ecommerce,70.35,13.14,83.49,confirmed,False,12,stable
SO-2026-0000094,2026-01-01,2026-01-01T15:36:30,CUST_019059DCABD0,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,20.71,4.35,25.06,confirmed,False,4,stable
SO-2026-0000095,2026-01-01,2026-01-01T11:03:57,CUST_86342BA6ADB3,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,28.06,4.98,33.04,confirmed,False,8,stable
SO-2026-0000096,2026-01-01,2026-01-01T18:54:55,CUST_6F462ACE1AA9,,DC_ZGZ,País Vasco,tarjeta,paid,0,ecommerce,51.86,10.89,62.75,confirmed,False,7,declining
SO-2026-0000097,2026-01-01,2026-01-01T12:37:08,CUST_68F8EEB19AD2,ST_00952,,Cataluña,transferencia,paid,0,tienda,48.74,10.24,58.98,confirmed,True,6,declining
SO-2026-0000098,2026-01-01,2026-01-01T16:23:08,CUST_370B0A530DF9,,DC_SEV,Canarias,tarjeta,paid,0,ecommerce,35.47,6.6,42.07,confirmed,False,6,stable
SO-2026-0000099,2026-01-02,2026-01-02T12:44:20,CUST_907B978648F8,,DC_ZGZ,País Vasco,tarjeta,paid,0,ecommerce,58.43,12.27,70.7,confirmed,False,11,stable
SO-2026-0000100,2026-01-02,2026-01-02T13:30:19,CUST_500524C778A5,,DC_ZGZ,País Vasco,transferencia,paid,0,ecommerce,43.86,7.33,51.19,confirmed,False,11,stable
SO-2026-0000101,2026-01-02,2026-01-02T18:57:58,CUST_23326992896E,,DC_SEV,Canarias,transferencia,paid,0,ecommerce,10.64,2.08,12.72,confirmed,False,3,declining
SO-2026-0000102,2026-01-02,2026-01-02T11:36:42,CUST_71EFAE13591E,ST_01403,,Aragón,transferencia,paid,0,tienda,24.16,4.63,28.79,confirmed,True,4,stable
SO-2026-0000103,2026-01-02,2026-01-02T13:18:09,CUST_68F8EEB19AD2,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,61.93,13.0,74.93,confirmed,True,10,declining
SO-2026-0000104,2026-01-02,2026-01-02T16:09:06,CUST_CF89E550D736,ST_00277,,Comunitat Valenciana,transferencia,pending,15,tienda,196.99,40.52,237.51,confirmed,True,45,stable
SO-2026-0000105,2026-01-02,2026-01-02T11:55:31,CUST_2B8C5780BE17,,DC_ZGZ,Comunidad Foral de Navarra,tarjeta,paid,0,ecommerce,46.81,9.83,56.64,confirmed,False,8,growing
SO-2026-0000106,2026-01-03,2026-01-03T16:19:23,CUST_008D610461E3,ST_00952,,Cataluña,tarjeta,paid,0,tienda,53.42,10.98,64.4,confirmed,True,7,stable
SO-2026-0000107,2026-01-03,2026-01-03T15:13:44,CUST_A4B175424646,ST_00952,,Cataluña,transferencia,pending,15,tienda,46.82,9.67,56.49,confirmed,True,14,growing
SO-2026-0000108,2026-01-03,2026-01-03T13:51:00,CUST_27377A6A2107,,DC_SEV,Andalucía,transferencia,paid,0,ecommerce,118.88,24.97,143.85,confirmed,False,23,declining
SO-2026-0000109,2026-01-03,2026-01-03T17:38:07,CUST_749057D337D3,,DC_MAD,Castilla-La Mancha,tarjeta,paid,0,ecommerce,27.67,3.48,31.15,confirmed,False,4,declining
SO-2026-0000110,2026-01-03,2026-01-03T20:47:19,CUST_71EFAE13591E,,DC_ZGZ,Aragón,tarjeta,paid,0,ecommerce,39.05,8.2,47.25,confirmed,False,2,stable
SO-2026-0000111,2026-01-03,2026-01-03T15:31:15,CUST_68F8EEB19AD2,ST_00952,,Cataluña,tarjeta,paid,0,tienda,42.56,8.94,51.5,confirmed,True,8,declining
SO-2026-0000112,2026-01-04,2026-01-04T17:48:02,CUST_CF89E550D736,ST_00277,,Comunitat Valenciana,contrareembolso,pending,15,tienda,185.33,38.67,224.0,confirmed,True,33,stable
SO-2026-0000113,2026-01-05,2026-01-05T12:28:07,CUST_6DAA8861FE18,,DC_ZGZ,Galicia,tarjeta,paid,0,ecommerce,16.83,3.53,20.36,confirmed,False,4,growing
SO-2026-0000114,2026-01-05,2026-01-05T18:46:21,CUST_6667E3B56360,,DC_BCN,Cataluña,tarjeta,pending,30,ecommerce,70.97,11.47,82.44,confirmed,False,11,declining
SO-2026-0000115,2026-01-05,2026-01-05T19:54:05,CUST_113620509C62,ST_00952,,Cataluña,contrareembolso,paid,0,tienda,36.07,6.68,42.75,confirmed,True,10,growing
SO-2026-0000116,2026-01-05,2026-01-05T11:11:54,CUST_749057D337D3,,DC_MAD,Castilla-La Mancha,transferencia,paid,0,ecommerce,13.64,2.86,16.5,confirmed,False,1,declining
SO-2026-0000117,2026-01-05,2026-01-05T18:21:05,CUST_B41507388BA4,,DC_VLC,Comunitat Valenciana,transferencia,paid,0,ecommerce,83.71,17.03,100.74,confirmed,False,11,stable
SO-2026-0000118,2026-01-07,2026-01-07T11:56:09,CUST_0710F071D879,ST_00952,,Cataluña,transferencia,paid,0,tienda,17.33,1.67,19.0,confirmed,True,2,stable
SO-2026-0000119,2026-01-07,2026-01-07T18:50:05,CUST_8B681D61FAC3,,DC_MAD,Comunidad de Madrid,transferencia,pending,15,ecommerce,40.92,7.38,48.3,confirmed,False,4,declining
SO-2026-0000120,2026-01-07,2026-01-07T12:49:58,CUST_9A457227890E,,DC_MAD,Comunidad de Madrid,contrareembolso,paid,0,ecommerce,116.96,23.21,140.17,confirmed,False,22,declining
SO-2026-0000121,2026-01-07,2026-01-07T20:38:07,CUST_2D6EB7893986,,DC_BCN,Cataluña,tarjeta,pending,15,ecommerce,27.86,5.85,33.71,confirmed,False,6,growing
SO-2026-0000122,2026-01-07,2026-01-07T13:10:37,CUST_7D35788FD0CD,,DC_BCN,Cataluña,contrareembolso,paid,0,ecommerce,34.31,7.21,41.52,confirmed,False,5,stable
SO-2026-0000123,2026-01-07,2026-01-07T15:03:41,CUST_C1D7F3025D16,,DC_MAD,Castilla y León,transferencia,pending,30,ecommerce,44.29,9.0,53.29,confirmed,True,12,stable
SO-2026-0000124,2026-01-08,2026-01-08T18:01:42,CUST_989DE15CA666,ST_00981,,Cataluña,tarjeta,paid,0,tienda,30.74,6.27,37.01,confirmed,True,11,stable
SO-2026-0000125,2026-01-08,2026-01-08T11:00:57,CUST_B7F23DEFA849,,DC_SEV,Andalucía,tarjeta,paid,0,ecommerce,34.91,6.12,41.03,confirmed,False,7,stable
SO-2026-0000126,2026-01-08,2026-01-08T12:39:10,CUST_88CC669B29B8,ST_00277,,Comunitat Valenciana,tarjeta,pending,15,tienda,138.21,29.02,167.23,confirmed,True,32,stable
SO-2026-0000127,2026-01-08,2026-01-08T12:31:32,CUST_F55D6D268B37,,DC_BCN,Cataluña,tarjeta,paid,0,ecommerce,21.57,4.53,26.1,confirmed,False,6,growing
SO-2026-0000128,2026-01-08,2026-01-08T17:03:16,CUST_32B821768DD7,,DC_MAD,Comunidad de Madrid,tarjeta,paid,0,ecommerce,15.0,1.5,16.5,confirmed,False,1,growing
SO-2026-0000129,2026-01-08,2026-01-08T18:40:17,CUST_DB4B537D0BD1,ST_00952,,Cataluña,tarjeta,pending,15,tienda,63.63,12.98,76.61,confirmed,True,19,stable
SO-2026-0000130,2026-01-09,2026-01-09T11:02:49,CUST_4A558ACBBE09,ST_00952,,Cataluña,transferencia,paid,0,tienda,50.26,10.32,60.58,confirmed,True,12,stable
SO-2026-0000131,2026-01-09,2026-01-09T19:11:36,CUST_7ED1C9B7C9BC,ST_00981,,Cataluña,transferencia,pending,30,tienda,156.56,32.26,188.82,confirmed,True,27,growing
SO-2026-0000132,2026-01-09,2026-01-09T19:40:51,CUST_B2A6D02B1243,,DC_ZGZ,Comunidad Foral de Navarra,transferencia,pending,15,ecommerce,24.3,4.93,29.23,confirmed,False,4,declining
SO-2026-0000133,2026-01-09,2026-01-09T19:22:30,CUST_B36A69BE173A,,DC_MAD,Comunidad de Madrid,tarjeta,pending,30,ecommerce,217.89,44.11,262.0,confirmed,True,28,stable
SO-2026-0000134,2026-01-10,2026-01-10T14:00:10,CUST_0710F071D879,ST_00952,,Cataluña,tarjeta,paid,0,tienda,24.09,5.06,29.15,confirmed,True,5,stable
SO-2026-0000135,2026-01-10,2026-01-10T20:21:01,CUST_DEF568F45BCE,,DC_BCN,Cataluña,transferencia,paid,0,ecommerce,44.54,9.35,53.89,confirmed,False,14,growing
SO-2026-0000136,2026-01-10,2026-01-10T19:39:48,CUST_5D98F05EEEFE,ST_00374,,Comunitat Valenciana,tarjeta,paid,0,tienda,126.36,23.69,150.05,confirmed,True,16,declining
SO-2026-0000137,2026-01-10,2026-01-10T19:40:49,CUST_23326992896E,,DC_SEV,Canarias,transferencia,paid,0,ecommerce,9.38,1.97,11.35,confirmed,False,2,declining
SO-2026-0000138,2026-01-10,2026-01-10T14:20:47,CUST_71EFAE13591E,,DC_ZGZ,Aragón,tarjeta,paid,0,ecommerce,27.48,4.0,31.48,confirmed,False,4,stable
SO-2026-0000139,2026-01-11,2026-01-11T18:14:40,CUST_3BCA620A60AC,ST_01294,,Canarias,tarjeta,paid,0,tienda,34.86,7.13,41.99,confirmed,True,10,declining
SO-2026-0000140,2026-01-11,2026-01-11T15:43:17,CUST_71EFAE13591E,,DC_ZGZ,Aragón,tarjeta,paid,0,ecommerce,26.2,5.11,31.31,confirmed,False,7,stable
