snapshot_date,product_id,location_type,location_id,quantity_on_hand,quantity_reserved,quantity_in_transit,reorder_point,max_stock,unit_cost
2024-12-30,PROD_000010,DC,DC_VLC,152,0,0,116,259,0.449
2024-12-30,PROD_000010,DC,DC_SEV,240,0,0,167,429,0.4394
2024-12-30,PROD_000010,DC,DC_ZGZ,236,0,0,96,316,0.4398
2024-12-30,PROD_000010,STORE,ST_00981,7,0,0,3,7,0.4907
2024-12-30,PROD_000010,STORE,ST_01294,6,0,0,5,6,0.4375
2024-12-30,PROD_000010,STORE,ST_01403,5,0,0,4,5,0.4574
2024-12-30,PROD_000011,DC,DC_MAD,170,0,0,152,486,3.1974
2024-12-30,PROD_000011,DC,DC_BCN,258,0,0,104,276,3.2977
2024-12-30,PROD_000011,DC,DC_VLC,249,0,0,117,252,3.0036
2024-12-30,PROD_000011,DC,DC_SEV,273,0,0,123,357,2.948
2024-12-30,PROD_000011,DC,DC_ZGZ,322,0,0,139,350,3.0463
2024-12-30,PROD_000011,STORE,ST_00076,0,0,0,2,6,2.9383
2024-12-30,PROD_000011,STORE,ST_00130,4,0,0,4,5,2.965
2024-12-30,PROD_000011,STORE,ST_00277,1,0,0,2,5,3.0988
2024-12-30,PROD_000011,STORE,ST_00359,5,0,0,4,5,3.0711
2024-12-30,PROD_000011,STORE,ST_00938,8,0,0,3,10,3.3863
2024-12-30,PROD_000011,STORE,ST_00952,11,0,0,2,11,3.426
2024-12-30,PROD_000011,STORE,ST_01425,2,0,0,2,3,2.9346
2024-12-30,PROD_000011,STORE,ST_01467,3,0,0,4,5,3.2614
2024-12-30,PROD_000012,DC,DC_MAD,215,0,0,212,455,2.2754
2024-12-30,PROD_000012,DC,DC_BCN,98,0,0,74,268,2.2941
2024-12-30,PROD_000012,DC,DC_VLC,122,0,0,91,232,2.028
2024-12-30,PROD_000012,DC,DC_SEV,284,0,0,101,402,1.9223
2024-12-30,PROD_000012,DC,DC_ZGZ,169,0,0,74,272,2.0467
2024-12-30,PROD_000012,STORE,ST_00076,3,0,0,2,8,1.9265
2024-12-30,PROD_000012,STORE,ST_00277,4,0,0,5,8,2.0418
2024-12-30,PROD_000012,STORE,ST_00374,7,0,0,6,15,2.0113
2024-12-30,PROD_000012,STORE,ST_01294,7,0,0,5,7,1.9701
2024-12-30,PROD_000012,STORE,ST_01403,4,0,0,3,4,2.0222
2024-12-30,PROD_000012,STORE,ST_01425,2,0,0,3,4,1.9962
2024-12-30,PROD_000012,STORE,ST_01467,1,0,0,3,6,2.1889
2024-12-30,PROD_000013,DC,DC_MAD,445,0,0,120,497,1.2977
2024-12-30,PROD_000013,DC,DC_BCN,133,0,0,65,262,1.2792
2024-12-30,PROD_000013,DC,DC_VLC,246,0,0,83,265,1.2217
2024-12-30,PROD_000013,DC,DC_SEV,224,0,0,118,361,1.1305
2024-12-30,PROD_000013,DC,DC_ZGZ,226,0,0,154,342,1.194
2024-12-30,PROD_000013,STORE,ST_00277,5,0,0,3,7,1.1716
2024-12-30,PROD_000013,STORE,ST_00938,7,0,0,6,10,1.3288
2024-12-30,PROD_000013,STORE,ST_00981,5,0,0,6,8,1.2731
2024-12-30,PROD_000013,STORE,ST_01294,5,0,0,4,5,1.1686
2024-12-30,PROD_000014,DC,DC_MAD,185,0,0,161,373,0.9075
2024-12-30,PROD_000014,DC,DC_BCN,228,0,0,82,256,0.9611
2024-12-30,PROD_000014,DC,DC_VLC,225,0,0,78,261,0.8588
2024-12-30,PROD_000014,DC,DC_SEV,149,0,0,104,295,0.8228
2024-12-30,PROD_000014,DC,DC_ZGZ,170,0,0,135,301,0.832
2024-12-30,PROD_000014,STORE,ST_00076,6,0,0,5,6,0.8121
2024-12-30,PROD_000014,STORE,ST_00130,2,0,0,4,5,0.8486
2024-12-30,PROD_000014,STORE,ST_00277,3,0,0,2,9,0.8743
2024-12-30,PROD_000014,STORE,ST_00359,4,0,0,4,9,0.8833
2024-12-30,PROD_000014,STORE,ST_00374,15,0,0,4,15,0.861
2024-12-30,PROD_000014,STORE,ST_00938,7,0,0,2,13,0.9609
2024-12-30,PROD_000014,STORE,ST_00952,8,0,0,3,8,0.9648
2024-12-30,PROD_000014,STORE,ST_01403,4,0,0,3,4,0.8585
2024-12-30,PROD_000015,DC,DC_MAD,273,0,0,232,491,5.0151
2024-12-30,PROD_000015,DC,DC_BCN,238,0,0,119,269,4.9873
2024-12-30,PROD_000015,DC,DC_VLC,218,0,0,84,297,4.5124
2024-12-30,PROD_000015,DC,DC_SEV,305,0,0,121,375,4.4838
2024-12-30,PROD_000015,DC,DC_ZGZ,226,0,0,97,293,4.4238
2024-12-30,PROD_000015,STORE,ST_00076,8,0,0,6,8,4.5378
2024-12-30,PROD_000015,STORE,ST_00374,12,0,0,6,12,4.7258
2024-12-30,PROD_000015,STORE,ST_00952,13,0,0,2,13,4.984
2024-12-30,PROD_000015,STORE,ST_01467,7,0,0,2,7,4.9539
2024-12-30,PROD_000016,DC,DC_MAD,449,0,0,207,477,3.3341
2024-12-30,PROD_000016,DC,DC_BCN,170,0,0,85,248,3.3729
2024-12-30,PROD_000016,DC,DC_VLC,289,0,0,79,292,3.009
2024-12-30,PROD_000016,DC,DC_SEV,144,0,0,128,380,2.868
2024-12-30,PROD_000016,DC,DC_ZGZ,224,0,0,109,329,3.0036
2024-12-30,PROD_000016,STORE,ST_00359,3,0,0,3,5,3.0377
2024-12-30,PROD_000016,STORE,ST_00952,12,0,0,5,12,3.3564
2024-12-30,PROD_000016,STORE,ST_00981,0,0,0,5,6,3.3704
2024-12-30,PROD_000016,STORE,ST_01425,1,0,0,2,3,3.0139
2024-12-30,PROD_000017,DC,DC_MAD,216,0,0,106,441,3.654
2024-12-30,PROD_000017,DC,DC_BCN,223,0,0,82,258,3.5961
2024-12-30,PROD_000017,DC,DC_VLC,160,0,0,115,253,3.358
2024-12-30,PROD_000017,DC,DC_SEV,204,0,0,134,335,3.2543
2024-12-30,PROD_000017,DC,DC_ZGZ,136,0,0,124,308,3.1908
2024-12-30,PROD_000017,STORE,ST_00374,4,0,0,4,16,3.4236
2024-12-30,PROD_000017,STORE,ST_00938,6,0,0,5,11,3.5888
2024-12-30,PROD_000017,STORE,ST_00981,8,0,0,5,10,3.5731
2024-12-30,PROD_000017,STORE,ST_01294,1,0,0,4,5,3.2391
2024-12-30,PROD_000017,STORE,ST_01403,3,0,0,4,6,3.3455
2024-12-30,PROD_000017,STORE,ST_01425,2,0,0,2,3,3.2784
2024-12-30,PROD_000018,DC,DC_MAD,340,0,0,159,411,3.0142
2024-12-30,PROD_000018,DC,DC_BCN,181,0,0,62,215,3.0673
2024-12-30,PROD_000018,DC,DC_VLC,115,0,0,76,188,2.8522
2024-12-30,PROD_000018,DC,DC_SEV,208,0,0,117,271,2.6204
2024-12-30,PROD_000018,DC,DC_ZGZ,179,0,0,97,219,2.7768
2024-12-30,PROD_000018,STORE,ST_00277,6,0,0,6,8,2.8421
2024-12-30,PROD_000018,STORE,ST_00359,5,0,0,4,6,2.7313
2024-12-30,PROD_000018,STORE,ST_00374,3,0,0,4,14,2.7896
2024-12-30,PROD_000018,STORE,ST_00938,5,0,0,4,11,3.002
2024-12-30,PROD_000018,STORE,ST_00981,7,0,0,3,9,3.0002
2024-12-30,PROD_000018,STORE,ST_01403,0,0,0,4,5,2.7759
2024-12-30,PROD_000019,DC,DC_MAD,615,0,0,307,656,2.3709
2024-12-30,PROD_000019,DC,DC_BCN,195,0,0,143,412,2.4182
2024-12-30,PROD_000019,DC,DC_VLC,240,0,0,178,403,2.2218
2024-12-30,PROD_000019,DC,DC_SEV,196,0,0,127,490,2.096
2024-12-30,PROD_000019,DC,DC_ZGZ,220,0,0,122,471,2.186
2024-12-30,PROD_000019,STORE,ST_00277,3,0,0,2,6,2.2134
2024-12-30,PROD_000019,STORE,ST_00359,6,0,0,5,6,2.183
2024-12-30,PROD_000019,STORE,ST_00952,7,0,0,5,11,2.4372
2024-12-30,PROD_000019,STORE,ST_00981,6,0,0,4,6,2.3619
2024-12-30,PROD_000019,STORE,ST_01425,1,0,0,2,3,2.1748
2024-12-30,PROD_000019,STORE,ST_01467,6,0,0,2,6,2.4447
2024-12-30,PROD_000020,DC,DC_MAD,368,0,0,163,482,2.4479
2024-12-30,PROD_000020,DC,DC_BCN,195,0,0,117,351,2.6153
2024-12-30,PROD_000020,DC,DC_VLC,0,0,0,116,351,2.307
2024-12-30,PROD_000020,DC,DC_SEV,373,0,0,219,492,2.2397
2024-12-30,PROD_000020,DC,DC_ZGZ,339,0,0,169,392,2.2427
2024-12-30,PROD_000020,STORE,ST_00938,5,0,0,4,15,2.4881
2024-12-30,PROD_000020,STORE,ST_00981,4,0,0,6,9,2.4951
2024-12-30,PROD_000020,STORE,ST_01294,0,0,0,3,4,2.2721
2024-12-30,PROD_000020,STORE,ST_01467,1,0,0,4,6,2.5281
2024-12-30,PROD_000021,DC,DC_MAD,325,0,0,131,407,2.6052
2024-12-30,PROD_000021,DC,DC_BCN,299,0,0,139,301,2.5439
2024-12-30,PROD_000021,DC,DC_VLC,0,0,0,101,270,2.4006
2024-12-30,PROD_000021,DC,DC_SEV,49,0,0,122,348,2.2613
2024-12-30,PROD_000021,DC,DC_ZGZ,240,0,0,99,309,2.3679
2024-12-30,PROD_000021,STORE,ST_00130,1,0,0,4,5,2.3156
2024-12-30,PROD_000021,STORE,ST_00359,2,0,0,2,5,2.4085
2024-12-30,PROD_000021,STORE,ST_00374,6,0,0,5,12,2.3825
2024-12-30,PROD_000021,STORE,ST_00938,8,0,0,3,14,2.6604
2024-12-30,PROD_000021,STORE,ST_00981,5,0,0,2,10,2.5401
2024-12-30,PROD_000021,STORE,ST_01294,4,0,0,2,5,2.2819
2024-12-30,PROD_000021,STORE,ST_01403,3,0,0,2,7,2.3949
2024-12-30,PROD_000021,STORE,ST_01425,2,0,0,3,4,2.2969
2024-12-30,PROD_000022,DC,DC_MAD,493,0,0,142,547,0.4788
2024-12-30,PROD_000022,DC,DC_BCN,366,0,0,127,392,0.4731
2024-12-30,PROD_000022,DC,DC_VLC,202,0,0,90,299,0.4354
2024-12-30,PROD_000022,DC,DC_SEV,385,0,0,129,484,0.4297
2024-12-30,PROD_000022,DC,DC_ZGZ,413,0,0,118,422,0.4234
2024-12-30,PROD_000022,STORE,ST_00277,4,0,0,5,8,0.4491
2024-12-30,PROD_000022,STORE,ST_00938,10,0,0,5,10,0.4726
2024-12-30,PROD_000023,DC,DC_MAD,0,0,0,178,669,3.2437
2024-12-30,PROD_000023,DC,DC_BCN,213,0,0,168,357,3.281
2024-12-30,PROD_000023,DC,DC_VLC,200,0,0,156,355,3.0874
2024-12-30,PROD_000023,DC,DC_SEV,273,0,0,205,535,2.9656
2024-12-30,PROD_000023,DC,DC_ZGZ,186,0,0,127,370,3.0033
2024-12-30,PROD_000023,STORE,ST_00076,6,0,0,3,6,2.9264
2024-12-30,PROD_000023,STORE,ST_00130,4,0,0,3,4,3.0601
2024-12-30,PROD_000023,STORE,ST_00277,2,0,0,3,8,2.9957
2024-12-30,PROD_000023,STORE,ST_00359,2,0,0,4,9,3.1065
2024-12-30,PROD_000023,STORE,ST_00374,13,0,0,3,13,2.9736
2024-12-30,PROD_000023,STORE,ST_00952,4,0,0,6,13,3.4115
2024-12-30,PROD_000023,STORE,ST_00981,2,0,0,3,9,3.2477
2024-12-30,PROD_000023,STORE,ST_01403,4,0,0,3,7,3.0457
2024-12-30,PROD_000023,STORE,ST_01425,3,0,0,3,4,2.9302
2024-12-30,PROD_000023,STORE,ST_01467,4,0,0,5,6,3.3513
2024-12-30,PROD_000024,DC,DC_MAD,278,0,0,122,340,2.7269
2024-12-30,PROD_000024,DC,DC_BCN,209,0,0,91,221,2.7585
2024-12-30,PROD_000024,DC,DC_VLC,178,0,0,83,214,2.4992
2024-12-30,PROD_000024,DC,DC_SEV,152,0,0,121,316,2.452
2024-12-30,PROD_000024,DC,DC_ZGZ,104,0,0,91,202,2.4647
2024-12-30,PROD_000024,STORE,ST_00277,1,0,0,4,8,2.5524
2024-12-30,PROD_000024,STORE,ST_00938,12,0,0,2,13,2.7659
2024-12-30,PROD_000024,STORE,ST_00981,7,0,0,4,10,2.8211
2024-12-30,PROD_000024,STORE,ST_01403,3,0,0,3,7,2.5077
2024-12-30,PROD_000024,STORE,ST_01425,0,0,0,2,3,2.3921
2024-12-30,PROD_000025,DC,DC_MAD,247,0,0,185,516,1.9114
2024-12-30,PROD_000025,DC,DC_BCN,255,0,0,110,341,1.9876
2024-12-30,PROD_000025,DC,DC_VLC,144,0,0,92,321,1.7997
2024-12-30,PROD_000025,DC,DC_SEV,386,0,0,196,482,1.7235
2024-12-30,PROD_000025,DC,DC_ZGZ,126,0,0,95,307,1.7444
2024-12-30,PROD_000025,STORE,ST_00076,4,0,0,2,5,1.6858
2024-12-30,PROD_000025,STORE,ST_00277,5,0,0,4,5,1.8483
2024-12-30,PROD_000025,STORE,ST_00359,5,0,0,5,6,1.847
2024-12-30,PROD_000025,STORE,ST_00374,7,0,0,2,15,1.837
2024-12-30,PROD_000025,STORE,ST_00938,0,0,0,2,17,2.0389
2024-12-30,PROD_000025,STORE,ST_00952,7,0,0,5,14,1.9246
2024-12-30,PROD_000025,STORE,ST_00981,3,0,0,2,8,1.9287
2024-12-30,PROD_000025,STORE,ST_01294,3,0,0,2,5,1.7198
2024-12-30,PROD_000025,STORE,ST_01403,3,0,0,3,7,1.8022
2024-12-30,PROD_000025,STORE,ST_01467,3,0,0,2,6,1.9782
2024-12-30,PROD_000026,DC,DC_MAD,472,0,0,188,513,2.3695
2024-12-30,PROD_000026,DC,DC_BCN,128,0,0,99,285,2.3514
2024-12-30,PROD_000026,DC,DC_VLC,248,0,0,74,276,2.2124
2024-12-30,PROD_000026,DC,DC_SEV,228,0,0,161,387,2.1121
2024-12-30,PROD_000026,DC,DC_ZGZ,195,0,0,172,391,2.1024
2024-12-30,PROD_000026,STORE,ST_00076,7,0,0,3,8,2.0619
2024-12-30,PROD_000026,STORE,ST_00374,1,0,0,3,11,2.187
2024-12-30,PROD_000026,STORE,ST_00952,1,0,0,3,14,2.4134
2024-12-30,PROD_000026,STORE,ST_00981,3,0,0,5,6,2.3724
2024-12-30,PROD_000026,STORE,ST_01467,0,0,0,3,6,2.3948
2024-12-30,PROD_000027,DC,DC_MAD,335,0,0,108,353,1.1653
2024-12-30,PROD_000027,DC,DC_BCN,134,0,0,90,228,1.2287
2024-12-30,PROD_000027,DC,DC_VLC,138,0,0,74,210,1.1231
2024-12-30,PROD_000027,DC,DC_SEV,238,0,0,119,267,1.0426
2024-12-30,PROD_000027,DC,DC_ZGZ,181,0,0,79,201,1.0907
2024-12-30,PROD_000027,STORE,ST_00076,5,0,0,4,5,1.0196
2024-12-30,PROD_000027,STORE,ST_00277,6,0,0,5,8,1.107
2024-12-30,PROD_000027,STORE,ST_00359,4,0,0,4,7,1.1151
2024-12-30,PROD_000027,STORE,ST_00374,4,0,0,4,14,1.0993
2024-12-30,PROD_000027,STORE,ST_00952,4,0,0,4,11,1.1806
2024-12-30,PROD_000027,STORE,ST_00981,6,0,0,6,10,1.213
2024-12-30,PROD_000027,STORE,ST_01294,6,0,0,5,7,1.0376
2024-12-30,PROD_000027,STORE,ST_01403,4,0,0,5,6,1.0951
2024-12-30,PROD_000027,STORE,ST_01467,1,0,0,4,6,1.1767
2024-12-30,PROD_000028,DC,DC_MAD,407,0,0,164,548,3.1728
2024-12-30,PROD_000028,DC,DC_BCN,331,0,0,116,393,3.2898
2024-12-30,PROD_000028,DC,DC_VLC,335,0,0,132,346,2.9404
2024-12-30,PROD_000028,DC,DC_SEV,346,0,0,223,533,2.8235
2024-12-30,PROD_000028,DC,DC_ZGZ,117,0,0,100,384,2.8019
2024-12-30,PROD_000028,STORE,ST_00130,0,0,0,2,3,2.9112
2024-12-30,PROD_000028,STORE,ST_00359,5,0,0,4,8,2.842
2024-12-30,PROD_000028,STORE,ST_00374,7,0,0,6,13,2.9421
2024-12-30,PROD_000028,STORE,ST_00938,4,0,0,3,16,3.2684
2024-12-30,PROD_000028,STORE,ST_00981,6,0,0,2,9,3.2985
2024-12-30,PROD_000028,STORE,ST_01403,5,0,0,4,5,2.8324
2024-12-30,PROD_000028,STORE,ST_01425,2,0,0,2,3,2.8095
2024-12-30,PROD_000028,STORE,ST_01467,4,0,0,3,4,3.2224
2024-12-30,PROD_000029,DC,DC_MAD,74,0,0,174,493,1.5429
2024-12-30,PROD_000029,DC,DC_BCN,223,0,0,99,285,1.579
2024-12-30,PROD_000029,DC,DC_VLC,264,0,0,113,284,1.3785
2024-12-30,PROD_000029,DC,DC_SEV,115,0,0,97,353,1.3198
2024-12-30,PROD_000029,DC,DC_ZGZ,224,0,0,87,277,1.4178
2024-12-30,PROD_000029,STORE,ST_00130,4,0,0,3,4,1.4342
2024-12-30,PROD_000029,STORE,ST_00359,3,0,0,2,6,1.3908
2024-12-30,PROD_000029,STORE,ST_00374,6,0,0,4,15,1.4393
2024-12-30,PROD_000029,STORE,ST_00938,0,0,0,5,16,1.5843
2024-12-30,PROD_000029,STORE,ST_01294,0,0,0,4,5,1.3801
2024-12-30,PROD_000030,DC,DC_MAD,212,0,0,147,471,2.7913
2024-12-30,PROD_000030,DC,DC_BCN,56,0,0,71,273,2.883
2024-12-30,PROD_000030,DC,DC_VLC,157,0,0,71,288,2.6366
2024-12-30,PROD_000030,DC,DC_SEV,392,0,0,188,401,2.529
2024-12-30,PROD_000030,DC,DC_ZGZ,169,0,0,136,321,2.5558
2024-12-30,PROD_000030,STORE,ST_00076,5,0,0,2,5,2.4821
2024-12-30,PROD_000030,STORE,ST_00277,3,0,0,3,9,2.6075
2024-12-30,PROD_000030,STORE,ST_00359,4,0,0,5,6,2.565
2024-12-30,PROD_000030,STORE,ST_00374,5,0,0,5,13,2.5772
2024-12-30,PROD_000030,STORE,ST_00938,8,0,0,3,10,2.7869
2024-12-30,PROD_000030,STORE,ST_00952,2,0,0,2,9,2.7774
2024-12-30,PROD_000030,STORE,ST_00981,8,0,0,4,8,2.8556
2024-12-30,PROD_000030,STORE,ST_01403,0,0,0,4,5,2.5433
2024-12-30,PROD_000031,DC,DC_MAD,431,0,0,212,557,2.7483
2024-12-30,PROD_000031,DC,DC_BCN,130,0,0,119,352,2.781
2024-12-30,PROD_000031,DC,DC_VLC,191,0,0,140,344,2.5217
2024-12-30,PROD_000031,DC,DC_SEV,262,0,0,180,516,2.3213
2024-12-30,PROD_000031,DC,DC_ZGZ,237,0,0,197,440,2.4485
2024-12-30,PROD_000031,STORE,ST_00277,6,0,0,5,6,2.4128
2024-12-30,PROD_000031,STORE,ST_00374,0,0,0,5,15,2.4302
2024-12-30,PROD_000031,STORE,ST_00938,11,0,0,6,17,2.7241
2024-12-30,PROD_000031,STORE,ST_00952,5,0,0,4,14,2.7751
2024-12-30,PROD_000031,STORE,ST_01294,0,0,0,4,6,2.3875
2024-12-30,PROD_000031,STORE,ST_01403,0,0,0,4,5,2.3626
2024-12-30,PROD_000031,STORE,ST_01425,2,0,0,2,3,2.4864
2024-12-30,PROD_000031,STORE,ST_01467,0,0,0,3,6,2.6149
2024-12-30,PROD_000032,DC,DC_MAD,268,0,0,141,493,5.0143
2024-12-30,PROD_000032,DC,DC_BCN,243,0,0,91,314,5.0502
2024-12-30,PROD_000032,DC,DC_VLC,231,0,0,85,315,4.6662
2024-12-30,PROD_000032,DC,DC_SEV,142,0,0,96,394,4.5545
2024-12-30,PROD_000032,DC,DC_ZGZ,330,0,0,132,376,4.5156
2024-12-30,PROD_000032,STORE,ST_00076,5,0,0,2,5,4.3262
2024-12-30,PROD_000032,STORE,ST_00130,4,0,0,5,6,4.5902
2024-12-30,PROD_000032,STORE,ST_00359,2,0,0,3,9,4.5071
2024-12-30,PROD_000032,STORE,ST_00374,8,0,0,2,16,4.5275
2024-12-30,PROD_000032,STORE,ST_00938,2,0,0,4,13,4.9829
2024-12-30,PROD_000032,STORE,ST_01294,4,0,0,4,5,4.4452
2024-12-30,PROD_000032,STORE,ST_01403,7,0,0,5,7,4.4923
