product_id,sku,name,brand,category,category_path,price,unit,image_url,active,category_group,barcode,sale_price,cost_price,tax_rate,iva_type,unit_of_measure,supplier_code,active_since,shelf_life_days,is_perishable
PROD_000014,660111868ca63c425270c7b2,After shave locion con extractos de algas marinas,Deliplus,After Shave,Perfumería y Parafarmacia > Afeitado > After Shave,1.7,Botella 150 ml,https://a1.soysuper.com/8a004f82808ee90058e7e40df515fb86.110.110.0.min.wmark.5f7c1983.jpg,True,higiene_personal,4329178210216,1.405,0.8649,0.21,S1,UND,PRV-00034,2020-03-01,,0
PROD_000015,6837a76291e128e1791fd7d8,Pañal 4 a 10 kg talla 3,Deliplus,Talla 4,Bebés y Niños > Pañales > Talla 4,6.94,Paquete 45 u,https://a1.soysuper.com/77a3810ff238da5dd6696efd15d4311a.110.110.0.min.wmark.0537a412.jpg,True,infantil,3377061149496,6.3091,4.641,0.1,S2,UND,PRV-00025,2020-09-17,120,1
PROD_000016,6819cc92e6ed40174b4b8a06,Maquinilla afeitar cargador flection 6 hojas,Deliplus,Maquinillas de Afeitar,Perfumería y Parafarmacia > Afeitado > Maquinillas de Afeitar,6.0,U,https://a0.soysuper.com/1f93594941b5debd3e71f0172527d3b5.110.110.0.min.wmark.0e64e43c.jpg,True,higiene_personal,7226275659252,4.9587,3.0438,0.21,S1,UND,PRV-00057,2019-06-17,,0
PROD_000017,68cedf440932f74a797b946d,Maquillaje fluido serum Nº 210,Deliplus,Maquillaje Facial,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,7.0,U,https://a2.soysuper.com/a93f34e45686677dbc38bc4313b0221c.110.110.0.min.wmark.299da133.jpg,True,cosmetica,8613074981933,5.7851,3.3263,0.21,S1,UND,PRV-00013,2020-09-16,,0
PROD_000018,699c7ac4a44508f954740f7e,Fotocorrector unificador antimanchas SPF50 uva +uvb+ir (apto para todo tipo piel),Deliplus,Crema Facial,Perfumería y Parafarmacia > Cuidado Facial > Crema Facial,6.0,Bote 50 ml,https://a2.soysuper.com/c4afed642f5600567e687b4a06f3f860.110.110.0.min.wmark.45668f25.jpg,True,cosmetica,7354936604393,4.9587,2.8053,0.21,S1,UND,PRV-00026,2021-10-01,,0
PROD_000019,663df45998ec9161840d0c13,Pintalabios fluido mate Nº 13 nude beige,Deliplus,Maquillaje para Labios,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Labios,4.5,U,https://a1.soysuper.com/d5f97cd23efe0ed65d55963f8d77d7de.110.110.0.min.wmark.288d8af6.jpg,True,cosmetica,8488038100787,3.719,2.205,0.21,S1,UND,PRV-00037,2023-12-03,,0
PROD_000020,66899f9f2508c10fd67aae56,Colorete con acabado natural radiante y luminoso liquid blush 02,Deliplus,Maquillaje Facial,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,4.75,U,https://a2.soysuper.com/571929cb7a07c7670284ac6c8ffe3d9b.110.110.0.min.wmark.cc14941e.jpg,True,cosmetica,9255851909618,3.9256,2.3277,0.21,S1,UND,PRV-00078,2019-07-29,,0
PROD_000021,66899c59e93cdf6d390ab8cf,Colorete con acabado natural radiante y luminoso liquid bronzer,Deliplus,Maquillaje Facial,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,4.75,U,https://a0.soysuper.com/a0a1b009fedc4a9de736d42318d73899.110.110.0.min.wmark.4d527718.jpg,True,cosmetica,0882954528386,3.9256,2.3802,0.21,S1,UND,PRV-00067,2020-01-22,,0
PROD_000022,66a20030e6ed4049727a565f,Desodorante roll-on unisex cuidado aloe (verde),Deliplus,Roll On,Perfumería y Parafarmacia > Desodorante > Roll On,0.9,Bote 50 ml,https://a0.soysuper.com/91e32611eec06ce244c5c47be7cd4ccb.110.110.0.min.wmark.5ec9abed.jpg,True,higiene_personal,3981060269231,0.7438,0.4423,0.21,S1,UND,PRV-00075,2023-11-04,,0
PROD_000023,68cedf44e6ed4016dc6fe652,Maquillaje mate stick Nº 100,Deliplus,Maquillaje Facial,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,7.0,U,https://a2.soysuper.com/263a1fbfa7564bd79d2767e4655c0267.110.110.0.min.wmark.5529c48a.jpg,True,cosmetica,0226271585439,5.7851,3.0377,0.21,S1,UND,PRV-00021,2022-07-29,,0
PROD_000024,680bf5260932f7074153b4a2,Barra labios larga duracion 12H Nº 06 (acabado mate),Deliplus,Maquillaje para Labios,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Labios,5.0,U,https://a2.soysuper.com/fff3aa7633176c69495bf9d0d8d3465d.110.110.0.min.wmark.7dd34119.jpg,True,cosmetica,8473294652132,4.1322,2.5045,0.21,S1,UND,PRV-00067,2021-05-29,,0
PROD_000025,680f8c270932f7074d0f153d,"Sombra ojos cuarteto Nº 11 verdes (mates, satinadas y perladas)",Deliplus,Maquillaje para Ojos,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Ojos,4.0,U,https://a2.soysuper.com/3ed48627571081f2e58ae9efa3989618.110.110.0.min.wmark.9d72d4ab.jpg,True,cosmetica,3645980089279,3.3058,1.8009,0.21,S1,UND,PRV-00036,2021-09-06,,0
PROD_000026,680bf5258ca63c490d2d93ce,Barra labios larga duracion 12H Nº 04 (acabado mate),Deliplus,Maquillaje para Labios,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Labios,5.0,U,https://a1.soysuper.com/d80b7c7979346a9452cb957b0dd86fbf.110.110.0.min.wmark.b0f9e773.jpg,True,cosmetica,1329395023937,4.1322,2.1874,0.21,S1,UND,PRV-00022,2020-02-13,,0
PROD_000027,69f442980932f76d73696257,Laca uñas Nº 143 amarillo (coleccion verano),Deliplus,Laca para Uñas,Perfumería y Parafarmacia > Maquillaje > Laca para Uñas,2.5,U,https://a1.soysuper.com/9a8e1d0ab488aeb3bd34001036728838.110.110.0.min.wmark.256c4fa5.jpg,True,cosmetica,1573219080617,2.0661,1.0926,0.21,S1,UND,PRV-00062,2020-08-27,,0
PROD_000028,6668053f0932f7306f8ba531,Polvos compactos faciales 24H Nº5 bronceado (para pieles morenas y bronceadas),Deliplus,Maquillaje Facial,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,6.0,U,https://a1.soysuper.com/492e146854c180c8dc0c7c918d7b936e.110.110.0.min.wmark.b164b12e.jpg,True,cosmetica,9190647811822,4.9587,2.9192,0.21,S1,UND,PRV-00074,2019-05-13,,0
PROD_000029,6871e4278ca63c11b9341aa7,Tonico facial vitaminas & minerales (hidrata y regenera),Deliplus,Limpieza Facial,Perfumería y Parafarmacia > Cuidado Facial > Limpieza Facial,3.2,Bote 255 ml,https://a1.soysuper.com/b18ff825b6218b9fbf2890b481da0e91.110.110.0.min.wmark.300fdeb5.jpg,True,cosmetica,2808376282277,2.6446,1.4111,0.21,S1,L,PRV-00069,2018-03-01,,0
PROD_000030,69bea4f4e93cdf105614a39e,Protector solar facial fps 50 bruma pieles sensibles (spray),Deliplus,Protector Solar,Perfumería y Parafarmacia > Productos Solares > Protector Solar,6.0,Bote 75 ml,https://a2.soysuper.com/0a1bc9902ebd4f511a88547efecf2959.110.110.0.min.wmark.9939f5d3.jpg,True,cosmetica,0392631840163,4.9587,2.5845,0.21,S1,UND,PRV-00099,2019-08-24,,0
PROD_000031,67576cb1a445086b4e2c3450,Crema facial hombre antiarrugas,Deliplus,Para Hombre,Perfumería y Parafarmacia > Cuidado Facial > Para Hombre,5.0,Tarro 50 ml,https://a0.soysuper.com/719a272e5e65190aa9b553bea93e4242.110.110.0.min.wmark.b1b91ba9.jpg,True,cosmetica,9525967835775,4.1322,2.4751,0.21,S1,UND,PRV-00042,2019-11-22,,0
PROD_000032,6837a7620932f702f076e4be,Pañal 3 a 6 kg talla 2,Deliplus,Talla 2,Bebés y Niños > Pañales > Talla 2,6.85,Paquete 42 u,https://a0.soysuper.com/a1036415f11b59537dae80fc9b4a57b9.110.110.0.min.wmark.ca0e1673.jpg,True,infantil,7379917265141,6.2273,4.6082,0.1,S2,UND,PRV-00032,2023-07-14,120,1
PROD_000033,683bee921452a0338c43f04f,Exfoliante corporal marino (con vitamina e y sales minerales del mar muerto),Deliplus,Exfoliante,Perfumería y Parafarmacia > Cuidado Corporal > Exfoliante,4.55,Tarro 400 g,https://a0.soysuper.com/cb355baedd6bd097159815af021884ea.110.110.0.min.wmark.d9e8dfbb.jpg,True,cosmetica,1135288061074,3.7603,2.2958,0.21,S1,UND,PRV-00012,2020-07-23,,0
PROD_000034,68f6452c53c97b014c58f71b,Compresa normal alas,Deliplus,Compresas,Perfumería y Parafarmacia > Higiene Íntima > Compresas,2.15,Paquete 10 u,https://a0.soysuper.com/b587baffc5fa5d25d42080af24479769.110.110.0.min.wmark.1a573386.jpg,True,higiene_personal,8277992116114,1.7769,1.0569,0.21,S1,UND,PRV-00020,2023-02-04,,0
PROD_000035,6808fef6722d6a4cb62b3ade,Gel baño dermo aroma piel normal granada,Deliplus,Cremas y Lociones,Perfumería y Parafarmacia > Cuidado Corporal > Cremas y Lociones,1.59,Botella 750 ml,https://a2.soysuper.com/f470f2f95fcac5282218939d882cc85f.110.110.0.min.wmark.bd7c92e2.jpg,True,cosmetica,8473469343346,1.314,0.7546,0.21,S1,UND,PRV-00057,2020-07-19,,0
PROD_000036,65e585fce93cdf17d96d11c0,Gel baño piel normal perfumado marino & cedro,Deliplus,Gel de Baño,Perfumería y Parafarmacia > Cuidado Corporal > Gel de Baño,1.59,Botella 750 ml,https://a2.soysuper.com/7c7e595c55f644650227e80531768a56.110.110.0.min.wmark.5936ccba.jpg,True,cosmetica,5073414966205,1.314,0.726,0.21,S1,UND,PRV-00086,2023-07-01,,0
PROD_000037,68bef8d92508c121c48020d1,Champu cabello bebe con dosificador,Deliplus,Champú,Bebés y Niños > Higiene y Perfumería > Champú,1.95,Botella 400 ml,https://a0.soysuper.com/41139164067a83facabdbd42cb6718ee.110.110.0.min.wmark.45fe9c9e.jpg,True,infantil,8683765890295,1.7727,1.2689,0.1,S2,UND,PRV-00052,2020-08-07,120,1
PROD_000038,68cee72a722d6a692448955f,Corrector facial mate long lasting Nº200,Deliplus,Maquillaje Facial,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,4.75,U,https://a0.soysuper.com/2c44226780719d252d72897eb8ed8efd.110.110.0.min.wmark.5a00b14c.jpg,True,cosmetica,9721550452590,3.9256,2.2783,0.21,S1,UND,PRV-00062,2019-12-14,,0
PROD_000039,68cee72bd7918735c82bd4d5,Corrector facial mate long lasting Nº300,Deliplus,Maquillaje Facial,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,4.75,U,https://a0.soysuper.com/3e1beecae615c3a066350721b85d130c.110.110.0.min.wmark.5cfe2bb0.jpg,True,cosmetica,1343437435786,3.9256,2.0891,0.21,S1,UND,PRV-00038,2020-04-26,,0
PROD_000040,68cee7290932f74a45173dc4,Corrector facial mate long lasting Nº210,Deliplus,Maquillaje Facial,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,4.75,U,https://a1.soysuper.com/a00d72cee91dd64a8e71d3e11d0a23a6.110.110.0.min.wmark.ba7eba7c.jpg,True,cosmetica,9821294644807,3.9256,2.2814,0.21,S1,UND,PRV-00069,2019-09-22,,0
PROD_000041,69a3e5a691e1282868819bbf,"Fijador bruma facial multifuncional (hidrata, prepara, protege, fija y perfecciona)",Deliplus,Maquillaje Facial,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,5.5,U,https://a2.soysuper.com/243ae596f4767a1d0a5ea8fba2315e2d.110.110.0.min.wmark.1a789047.jpg,True,cosmetica,2274784137179,4.5455,2.4427,0.21,S1,UND,PRV-00058,2021-05-20,,0
PROD_000042,68cee72ae93cdf612f43ade7,Corrector facial hydra Nº300,Deliplus,Maquillaje Facial,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,5.0,U,https://a2.soysuper.com/cde6491974798766aeaaf0bbbe00bad9.110.110.0.min.wmark.143a390e.jpg,True,cosmetica,7094661989333,4.1322,2.5156,0.21,S1,UND,PRV-00095,2023-03-29,,0
PROD_000043,680bf48be93cdf26ad593e5e,Colorete satinado Nº 04 melange,Deliplus,Maquillaje Facial,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,5.0,U,https://a2.soysuper.com/418b8e531e66ea63767260d498cea8f4.110.110.0.min.wmark.622af329.jpg,True,cosmetica,6226077907118,4.1322,2.4798,0.21,S1,UND,PRV-00055,2019-12-28,,0
PROD_000044,69b3d8dca445082bba3e029a,Cepillo dental duro,Deliplus,Cepillo Dental,Perfumería y Parafarmacia > Higiene Bucal > Cepillo Dental,1.35,Paquete 4 u,https://a1.soysuper.com/278bcc53b202f23f41f930c8f8f6206c.110.110.0.min.wmark.fde91db3.jpg,True,higiene_personal,3090235488176,1.1157,0.63,0.21,S1,UND,PRV-00006,2018-08-13,,0
PROD_000045,68d62c461452a06fe8344542,Perfilador ojos waterproof Nº 106 marron,Deliplus,Maquillaje para Ojos,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Ojos,3.25,U,https://a2.soysuper.com/f3fa68f326bc0fb4df4a88002229b7df.110.110.0.min.wmark.628619b8.jpg,True,cosmetica,7229435595209,2.686,1.642,0.21,S1,UND,PRV-00022,2019-10-23,,0
PROD_000046,68f645302508c11c4a29608a,Compresa super plegada sin alas,Deliplus,Compresas,Perfumería y Parafarmacia > Higiene Íntima > Compresas,2.15,Paquete 28 u,https://a2.soysuper.com/2970e7f895d636080628f781272be146.110.110.0.min.wmark.2002b6f6.jpg,True,higiene_personal,8032186215420,1.7769,1.057,0.21,S1,UND,PRV-00082,2023-12-20,,0
PROD_000047,6749b56a53c97b538e7d34c0,Sombra ojos stick automatico Nº 02 rose (larga duracion y multifuncional),Deliplus,Maquillaje para Ojos,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Ojos,4.25,U,https://a1.soysuper.com/7fbfc76c2fffa6fce992c8c963c9d548.110.110.0.min.wmark.97925508.jpg,True,cosmetica,6389818363182,3.5124,1.9669,0.21,S1,UND,PRV-00028,2023-10-15,,0
PROD_000048,6987349053c97b01a03fa5dd,Lote mujer pistacho cream (hair & body fragancia mist y leche corporal glitter),Deliplus,Para baño,Perfumería y Parafarmacia > Lotes Regalo > Para baño,6.0,U,https://a1.soysuper.com/4c2fd38a60af5bedb454d0299ce96600.110.110.0.min.wmark.33dce119.jpg,True,cosmetica,2773382733061,4.9587,2.6451,0.21,S1,PAK,PRV-00057,2023-05-15,,0
PROD_000049,6908a07d53c97b015d0934fe,Lote mujer vainilla sunset hair & body fragance mist 250 ml + body milk glitter 100 ml,Deliplus,Para baño,Perfumería y Parafarmacia > Lotes Regalo > Para baño,6.0,U,https://a2.soysuper.com/c096d709a5756f93d23f443dd3c5562e.110.110.0.min.wmark.eafd9720.jpg,True,cosmetica,8784481923103,4.9587,2.8286,0.21,S1,PAK,PRV-00071,2021-01-28,,0
PROD_000050,69a3e5b28ca63c5cbd62df41,Lote hombre aqua DEO body spray 200 ml + GEL fijador 100 ml + gel/champu 200 ml,Deliplus,Lote,Perfumería y Parafarmacia > Colonia > Lote,8.5,U,https://a2.soysuper.com/db988bd4b27c3b790285478595638867.110.110.0.min.wmark.766562bc.jpg,True,cosmetica,0328319412421,7.0248,3.6576,0.21,S1,PAK,PRV-00018,2023-09-06,,0
PROD_000051,5cc0324de93cdf5a83441faf,Enjuague bucal total action (verde),Deliplus,Enjuague Bucal,Perfumería y Parafarmacia > Higiene Bucal > Enjuague Bucal,1.3,Botella 500 ml,https://a0.soysuper.com/9c45ff03322ecc5b86a021d37d2eba49.110.110.0.min.wmark.b1180196.jpg,True,higiene_personal,4650264325263,1.0744,0.6132,0.21,S1,UND,PRV-00046,2018-01-16,,0
PROD_000052,517b777a6d803efe3600003c,Toallitas húmedas cara y manos infantil,Deliplus,Toallitas Íntimas Frescas,Perfumería y Parafarmacia > Higiene Íntima > Toallitas Íntimas Frescas,0.75,Paquete de 20 uds,https://a0.soysuper.com/32d1fd7b3f898534f8ffc4b8a40b3445.110.110.0.min.wmark.c14e4d69.jpg,True,higiene_personal,0801067240398,0.6198,0.3435,0.21,S1,UND,PRV-00069,2018-06-10,,0
PROD_000053,5c9a5342e93cdf4f3a100684,Spray aqua styling,Deliplus,Fijadores,Perfumería y Parafarmacia > Cuidado del Cabello > Fijadores,2.0,Botella 200 ml,https://a2.soysuper.com/a77998df106d13f93a4f381918b56092.110.110.0.min.wmark.3acf4ae9.jpg,True,higiene_personal,7877904975085,1.6529,0.9639,0.21,S1,UND,PRV-00068,2023-01-27,,0
PROD_000054,69c30a578ca63c4c96711c19,Barra labios lips oil 02 chocolate (con acabado efecto gel y brillo sensacion ligera) (coleccion jelly lip oil),Deliplus,Maquillaje para Labios,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Labios,5.0,U,https://a1.soysuper.com/10d1eac11a35072eb594c253ae19a138.110.110.0.min.wmark.f02e8043.jpg,True,cosmetica,2708973287029,4.1322,2.485,0.21,S1,UND,PRV-00020,2023-04-19,,0
PROD_000055,68cedf4391e128d94a3b3b35,Maquillaje mate stick Nº 210,Deliplus,Maquillaje Facial,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,7.0,U,https://a2.soysuper.com/014f88b70c39efeb4a8289853e6c7918.110.110.0.min.wmark.ae389a63.jpg,True,cosmetica,3783730788154,5.7851,3.5435,0.21,S1,UND,PRV-00089,2023-06-28,,0
PROD_000056,680bf48d91e128f2a8514f7a,Polvos compactos faciales seda Nº 200 beige rosado,Deliplus,Maquillaje Facial,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,6.0,U,https://a0.soysuper.com/a041235f2f949a08f3a06ff4ac274e61.110.110.0.min.wmark.73dcb7ca.jpg,True,cosmetica,5017992043484,4.9587,2.7622,0.21,S1,UND,PRV-00001,2019-01-20,,0
PROD_000057,6837a7611452a02f747ab452,Pañal 13 a 18 kg talla 5,Deliplus,Talla 5,Bebés y Niños > Pañales > Talla 5,17.46,3 x 30 u,https://a1.soysuper.com/8251125ffbd556104efc4681d9f9a6fa.110.110.0.min.wmark.df4ce1e8.jpg,True,infantil,7993915803299,15.8727,11.0294,0.1,S2,UND,PRV-00079,2020-08-07,120,1
PROD_000058,69df9a93e93cdf7d5970dc7c,"Colorete crema blush 01 pink nude (textura cremosa, acabado mate natural) coleccion duo gloss & blush",Deliplus,Maquillaje Facial,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,5.25,U,https://a2.soysuper.com/6fb2e12d1e78e532dae537af35865283.110.110.0.min.wmark.22becff5.jpg,True,cosmetica,8865455184970,4.3388,2.5691,0.21,S1,UND,PRV-00093,2023-12-20,,0
PROD_000059,6749b56ae6ed4010ef48c7f0,Sombra ojos stick automatico Nº 04 borgoña (larga duracion y multifuncional),Deliplus,Maquillaje para Ojos,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Ojos,4.17,U,https://a0.soysuper.com/18c66451d36237bcfd16a37a321cd31a.110.110.0.min.wmark.cee2990b.jpg,True,cosmetica,3398594702705,3.4463,1.8583,0.21,S1,UND,PRV-00099,2020-04-22,,0
PROD_000060,67ea5f3c722d6a39cb1c2261,Perfilador cejas y vello facial(contiene una cuchilla pequeña para cejas + 2 cuchillas grandes para vello facial),Deliplus,Maquinillas,Perfumería y Parafarmacia > Depilación > Maquinillas,2.8,U,https://a0.soysuper.com/3a2286bb574950660d0bca2c5ef5114a.110.110.0.min.wmark.722b974e.jpg,True,higiene_personal,8209296408008,2.314,1.3579,0.21,S1,UND,PRV-00083,2018-04-27,,0
PROD_000061,68cedf4553c97b1d1736e129,Maquillaje fluido mate long lasting Nº200,Deliplus,Maquillaje Facial,Perfumería y Parafarmacia > Maquillaje > Maquillaje Facial,6.5,U,https://a1.soysuper.com/0c7f1ef51ac5705f79cf62c693230641.110.110.0.min.wmark.160c1639.jpg,True,cosmetica,4160521625314,5.3719,2.936,0.21,S1,UND,PRV-00052,2018-02-09,,0
PROD_000062,69e473526c714b23ac2ed422,Tratamiento capilar 3 semanas ampollas concentradas reparacion molecular,Deliplus,Tratamientos para el Cabello,Perfumería y Parafarmacia > Cuidado del Cabello > Tratamientos para el Cabello,3.84,3 u,https://a0.soysuper.com/e6bd91a0fc6c99027602367b6154bc25.110.110.0.min.wmark.37442a1b.jpg,True,higiene_personal,9523849255734,3.1736,1.9565,0.21,S1,UND,PRV-00076,2022-02-21,,0
PROD_000063,6749b56a8ca63c1000524b27,Sombra ojos stick automatico Nº 06 bronce (larga duracion y multifuncional),Deliplus,Maquillaje para Ojos,Perfumería y Parafarmacia > Maquillaje > Maquillaje para Ojos,4.0,U,https://a2.soysuper.com/dd8af32d5ea8b6df2616ec33b6f1f590.110.110.0.min.wmark.8048db67.jpg,True,cosmetica,2823454378413,3.3058,2.0225,0.21,S1,UND,PRV-00089,2019-10-22,,0
PROD_000064,681214de53c97b3752621834,Tiras protectoras poliuretano especial aqua,Deliplus,Botiquín,Perfumería y Parafarmacia > Parafarmacia > Botiquín,1.3,Caja 12 u,https://a0.soysuper.com/439aa2abfbc5b85bdd6c900bafddf141.110.110.0.min.wmark.26c35455.jpg,True,higiene_personal,6076104582494,1.0744,0.6218,0.21,S1,UND,PRV-00058,2022-04-01,,0
PROD_000065,67c4037991e128016f7639fe,KIT higiene bucal (cepillo + dentifrico),Deliplus,Cepillo Dental,Perfumería y Parafarmacia > Higiene Bucal > Cepillo Dental,2.35,U,https://a1.soysuper.com/85bab1e9eb0483ac37925062a0798be4.110.110.0.min.wmark.6ca8981b.jpg,True,higiene_personal,4527692495687,1.9421,1.1915,0.21,S1,UND,PRV-00042,2019-08-19,,0
PROD_000066,68de18096c714bd5c62f9b26,Desodorante body spray hombre perfume fire,Deliplus,Spray,Perfumería y Parafarmacia > Desodorante > Spray,1.75,Bote 200 ml,https://a1.soysuper.com/7706429b0854a2f39b8ac4d02e20b658.110.110.0.min.wmark.fa5ccc91.jpg,True,higiene_personal,1807234904161,1.4463,0.8036,0.21,S1,UND,PRV-00066,2018-02-12,,0
