sale_id,line_number,product_id,quantity_ordered,quantity_delivered,unit_price_net,discount_pct,tax_rate,line_total_net
SO-2024-0000014,10,PROD_002137,1,1,4.0385,0.0,0.04,4.04
SO-2024-0000014,20,PROD_002806,1,1,2.2727,0.0,0.21,2.27
SO-2024-0000014,30,PROD_001749,4,4,3.0865,0.3,0.04,8.64
SO-2024-0000014,40,PROD_001076,3,3,4.7727,0.0,0.1,14.32
SO-2024-0000015,10,PROD_002270,2,2,0.7727,0.0,0.1,1.55
SO-2024-0000015,20,PROD_000277,1,1,2.0273,0.0,0.1,2.03
SO-2024-0000015,30,PROD_000108,5,5,1.5289,0.0,0.21,7.64
SO-2024-0000015,40,PROD_003518,2,2,1.3058,0.0,0.21,2.61
SO-2024-0000016,10,PROD_001785,5,3,0.7308,0.0,0.04,2.19
SO-2024-0000016,20,PROD_002454,3,2,4.0,0.0,0.1,8.0
SO-2024-0000016,30,PROD_002127,4,4,1.8182,0.0,0.1,7.27
SO-2024-0000016,40,PROD_002410,4,4,1.8636,0.0,0.1,7.45
SO-2024-0000017,10,PROD_000877,2,2,0.7308,0.0,0.04,1.46
SO-2024-0000017,20,PROD_002662,1,1,4.1322,0.0,0.21,4.13
SO-2024-0000017,30,PROD_000214,1,1,2.4793,0.0,0.21,2.48
SO-2024-0000017,40,PROD_001163,3,2,0.8264,0.0,0.21,1.65
SO-2024-0000017,50,PROD_000645,2,2,2.6818,0.0,0.1,5.36
SO-2024-0000018,10,PROD_001711,3,3,1.8182,0.0,0.1,5.45
SO-2024-0000018,20,PROD_003310,2,2,1.4959,0.0,0.21,2.99
SO-2024-0000018,30,PROD_000824,1,1,2.0909,0.0,0.1,2.09
SO-2024-0000018,40,PROD_000514,4,4,2.8512,0.0,0.21,11.4
SO-2024-0000018,50,PROD_001244,1,1,1.438,0.15,0.21,1.22
SO-2024-0000018,60,PROD_001992,3,3,0.9135,0.0,0.04,2.74
SO-2024-0000018,70,PROD_000614,1,1,2.5962,0.0,0.04,2.6
SO-2024-0000018,80,PROD_001168,8,8,1.7769,0.0,0.21,14.22
SO-2024-0000019,10,PROD_001883,2,2,19.4038,0.0,0.04,38.81
SO-2024-0000019,20,PROD_002778,4,4,3.719,0.0,0.21,14.88
SO-2024-0000020,10,PROD_002370,1,1,2.5481,0.15,0.04,2.17
SO-2024-0000020,20,PROD_001821,2,2,2.8636,0.0,0.1,5.73
SO-2024-0000020,30,PROD_002756,1,1,2.4793,0.0,0.21,2.48
SO-2024-0000020,40,PROD_000892,1,1,0.7727,0.0,0.1,0.77
SO-2024-0000020,50,PROD_000293,4,4,1.8269,0.0,0.04,7.31
SO-2024-0000020,60,PROD_000536,1,1,10.5909,0.0,0.1,10.59
SO-2024-0000021,10,PROD_000414,2,2,0.9091,0.0,0.1,1.82
SO-2024-0000021,20,PROD_000781,3,3,0.9,0.0,0.1,2.7
SO-2024-0000021,30,PROD_002299,1,1,1.9545,0.0,0.1,1.95
SO-2024-0000021,40,PROD_001417,2,2,1.0096,0.0,0.04,2.02
SO-2024-0000021,50,PROD_003434,7,5,8.2645,0.0,0.21,41.32
SO-2024-0000022,10,PROD_001666,2,2,2.5455,0.0,0.1,5.09
SO-2024-0000022,20,PROD_002387,3,3,3.9423,0.0,0.04,11.83
SO-2024-0000022,30,PROD_000538,1,1,2.7636,0.0,0.1,2.76
SO-2024-0000022,40,PROD_000222,3,3,0.6923,0.0,0.04,2.08
SO-2024-0000022,50,PROD_003320,2,2,2.0661,0.25,0.21,3.1
SO-2024-0000022,60,PROD_003674,3,3,1.5865,0.0,0.04,4.76
SO-2024-0000022,70,PROD_000348,4,3,2.5455,0.0,0.1,7.64
SO-2024-0000022,80,PROD_003480,2,2,0.6612,0.0,0.21,1.32
SO-2024-0000022,90,PROD_001282,5,5,2.719,0.0,0.21,13.59
SO-2024-0000022,100,PROD_003556,2,1,1.5289,0.0,0.21,1.53
SO-2024-0000022,110,PROD_002957,1,1,2.2727,0.0,0.21,2.27
SO-2024-0000022,120,PROD_000684,2,2,0.5909,0.0,0.1,1.18
SO-2024-0000022,130,PROD_002417,2,1,1.9835,0.0,0.21,1.98
SO-2024-0000022,140,PROD_000583,3,3,2.2636,0.0,0.1,6.79
SO-2024-0000022,150,PROD_000025,2,2,3.3058,0.0,0.21,6.61
SO-2024-0000023,10,PROD_001280,1,1,1.2273,0.0,0.1,1.23
SO-2024-0000023,20,PROD_000953,2,2,2.3077,0.0,0.04,4.62
SO-2024-0000023,30,PROD_002351,8,8,1.4298,0.0,0.21,11.44
SO-2024-0000023,40,PROD_001300,1,1,1.7273,0.0,0.1,1.73
SO-2024-0000023,50,PROD_003700,3,3,1.4545,0.0,0.1,4.36
SO-2024-0000023,60,PROD_002755,3,3,3.5909,0.0,0.1,10.77
SO-2024-0000023,70,PROD_003086,5,5,3.8182,0.0,0.1,19.09
SO-2024-0000023,80,PROD_000733,2,2,3.843,0.25,0.21,5.76
SO-2024-0000023,90,PROD_001641,1,1,0.8,0.0,0.1,0.8
SO-2024-0000023,100,PROD_000538,2,2,2.7636,0.0,0.1,5.53
SO-2024-0000023,110,PROD_001870,2,2,2.8365,0.0,0.04,5.67
SO-2024-0000023,120,PROD_002714,4,4,3.5909,0.0,0.1,14.36
SO-2024-0000024,10,PROD_002691,1,1,3.2231,0.0,0.21,3.22
SO-2024-0000024,20,PROD_000941,5,5,1.2397,0.0,0.21,6.2
SO-2024-0000024,30,PROD_001551,3,3,0.8264,0.0,0.21,2.48
SO-2024-0000024,40,PROD_000261,4,4,0.6446,0.2,0.21,2.06
SO-2024-0000024,50,PROD_002822,1,1,3.3058,0.0,0.21,3.31
SO-2024-0000024,60,PROD_001167,1,1,0.8264,0.0,0.21,0.83
SO-2024-0000024,70,PROD_000850,1,1,1.6058,0.0,0.04,1.61
SO-2024-0000024,80,PROD_001071,1,1,3.1818,0.0,0.1,3.18
SO-2024-0000024,90,PROD_002614,2,2,1.4215,0.0,0.21,2.84
SO-2024-0000024,100,PROD_000200,6,6,1.3942,0.0,0.04,8.37
SO-2024-0000024,110,PROD_000475,3,3,0.3846,0.0,0.04,1.15
SO-2024-0000024,120,PROD_002004,1,1,1.1364,0.0,0.1,1.14
SO-2024-0000024,130,PROD_001600,2,2,5.5288,0.1,0.04,9.95
SO-2024-0000024,140,PROD_001077,2,2,2.8512,0.0,0.21,5.7
SO-2024-0000024,150,PROD_002033,4,4,0.8678,0.15,0.21,2.95
SO-2024-0000024,160,PROD_002415,3,3,2.3636,0.0,0.1,7.09
SO-2024-0000025,10,PROD_000640,2,2,2.0673,0.0,0.04,4.13
SO-2024-0000025,20,PROD_001691,2,2,1.5,0.0,0.1,3.0
SO-2024-0000025,30,PROD_003538,2,1,25.6198,0.0,0.21,25.62
SO-2024-0000026,10,PROD_001501,4,2,1.7727,0.0,0.1,3.55
SO-2024-0000026,20,PROD_000547,3,3,2.2727,0.0,0.1,6.82
SO-2024-0000026,30,PROD_003359,2,2,0.7438,0.0,0.21,1.49
SO-2024-0000026,40,PROD_002770,3,3,3.7727,0.0,0.1,11.32
SO-2024-0000026,50,PROD_003469,3,3,1.6529,0.0,0.21,4.96
SO-2024-0000026,60,PROD_001412,3,3,8.9904,0.0,0.04,26.97
SO-2024-0000026,70,PROD_000507,1,1,11.4545,0.0,0.1,11.45
SO-2024-0000026,80,PROD_003558,4,2,5.7025,0.1,0.21,10.26
SO-2024-0000026,90,PROD_002066,2,2,1.0,0.0,0.04,2.0
SO-2024-0000026,100,PROD_000925,1,1,1.7788,0.0,0.04,1.78
SO-2024-0000026,110,PROD_001695,1,1,3.5455,0.2,0.1,2.84
SO-2024-0000026,120,PROD_002612,1,1,1.1157,0.2,0.21,0.89
SO-2024-0000026,130,PROD_003413,3,3,2.405,0.0,0.21,7.21
SO-2024-0000026,140,PROD_003358,1,1,2.562,0.2,0.21,2.05
SO-2024-0000026,150,PROD_001613,3,1,2.2727,0.0,0.1,2.27
SO-2024-0000026,160,PROD_003498,5,1,0.6612,0.0,0.21,0.66
SO-2024-0000026,170,PROD_002152,5,5,13.2273,0.25,0.1,49.6
SO-2024-0000026,180,PROD_001944,1,1,5.8455,0.0,0.1,5.85
SO-2024-0000026,190,PROD_003427,5,4,1.5289,0.0,0.21,6.12
SO-2024-0000026,200,PROD_002626,4,4,0.7438,0.0,0.21,2.98
SO-2024-0000027,10,PROD_003128,2,2,1.562,0.0,0.21,3.12
SO-2024-0000027,20,PROD_001671,2,2,1.2788,0.0,0.04,2.56
SO-2024-0000027,30,PROD_001693,3,3,2.4231,0.0,0.04,7.27
SO-2024-0000027,40,PROD_000850,1,1,1.6058,0.0,0.04,1.61
SO-2024-0000027,50,PROD_003107,1,1,3.3058,0.0,0.21,3.31
SO-2024-0000027,60,PROD_000234,1,1,1.2273,0.0,0.1,1.23
SO-2024-0000027,70,PROD_003117,2,2,0.8678,0.0,0.21,1.74
SO-2024-0000027,80,PROD_001372,1,1,2.1154,0.25,0.04,1.59
SO-2024-0000027,90,PROD_001071,2,2,3.1818,0.0,0.1,6.36
SO-2024-0000027,100,PROD_000053,3,3,1.6529,0.0,0.21,4.96
SO-2024-0000027,110,PROD_002445,3,3,1.0096,0.0,0.04,3.03
SO-2024-0000027,120,PROD_001027,2,2,1.4545,0.0,0.1,2.91
SO-2024-0000028,10,PROD_000932,4,4,1.6635,0.0,0.04,6.65
SO-2024-0000028,20,PROD_001076,2,2,4.7727,0.0,0.1,9.55
SO-2024-0000028,30,PROD_001272,2,2,1.7364,0.0,0.1,3.47
SO-2024-0000028,40,PROD_002379,2,2,2.5455,0.0,0.1,5.09
SO-2024-0000029,10,PROD_000381,1,1,0.8678,0.0,0.21,0.87
SO-2024-0000029,20,PROD_000682,1,1,9.5273,0.0,0.1,9.53
SO-2024-0000029,30,PROD_003066,1,1,1.3636,0.0,0.21,1.36
SO-2024-0000029,40,PROD_000256,3,3,1.0,0.0,0.21,3.0
SO-2024-0000029,50,PROD_003495,2,2,3.6198,0.0,0.21,7.24
SO-2024-0000029,60,PROD_001758,1,1,2.3967,0.0,0.21,2.4
SO-2024-0000029,70,PROD_000428,3,3,0.3306,0.0,0.21,0.99
SO-2024-0000029,80,PROD_001885,1,1,9.2019,0.0,0.04,9.2
SO-2024-0000029,90,PROD_002916,1,1,4.9587,0.0,0.21,4.96
SO-2024-0000029,100,PROD_003253,1,1,3.719,0.0,0.21,3.72
SO-2024-0000029,110,PROD_000464,1,1,17.3654,0.0,0.04,17.37
SO-2024-0000029,120,PROD_002470,4,4,4.9808,0.0,0.04,19.92
SO-2024-0000030,10,PROD_000948,2,2,2.3182,0.0,0.1,4.64
SO-2024-0000030,20,PROD_003050,1,1,1.5702,0.15,0.21,1.33
SO-2024-0000030,30,PROD_002075,1,1,1.6,0.2,0.1,1.28
SO-2024-0000030,40,PROD_002130,4,4,2.0192,0.0,0.04,8.08
SO-2024-0000030,50,PROD_001261,2,2,3.0769,0.0,0.04,6.15
SO-2024-0000031,10,PROD_003669,1,1,1.5385,0.25,0.04,1.15
SO-2024-0000031,20,PROD_002066,1,1,1.0,0.0,0.04,1.0
SO-2024-0000031,30,PROD_002819,1,1,4.9587,0.0,0.21,4.96
SO-2024-0000031,40,PROD_001602,1,1,3.0909,0.0,0.1,3.09
SO-2024-0000031,50,PROD_000573,2,2,3.2212,0.0,0.04,6.44
SO-2024-0000031,60,PROD_000728,4,4,2.8926,0.2,0.21,9.26
SO-2024-0000031,70,PROD_003445,4,4,1.5289,0.0,0.21,6.12
SO-2024-0000031,80,PROD_000765,2,2,2.0661,0.2,0.21,3.31
SO-2024-0000031,90,PROD_002097,5,5,20.2596,0.0,0.04,101.3
SO-2024-0000032,10,PROD_003601,1,1,12.2727,0.0,0.1,12.27
SO-2024-0000032,20,PROD_001520,1,1,4.6442,0.0,0.04,4.64
SO-2024-0000032,30,PROD_002567,1,1,2.2727,0.0,0.1,2.27
SO-2024-0000032,40,PROD_000928,1,1,1.8818,0.0,0.1,1.88
SO-2024-0000032,50,PROD_000236,3,3,1.8182,0.0,0.1,5.45
SO-2024-0000032,60,PROD_002787,3,3,1.5702,0.0,0.21,4.71
SO-2024-0000032,70,PROD_003186,1,1,2.2562,0.0,0.21,2.26
SO-2024-0000032,80,PROD_000787,4,4,1.7692,0.0,0.04,7.08
SO-2024-0000032,90,PROD_003138,2,2,1.9835,0.0,0.21,3.97
SO-2024-0000032,100,PROD_002565,5,5,1.4091,0.0,0.1,7.05
SO-2024-0000032,110,PROD_002702,1,1,2.2727,0.25,0.1,1.7
SO-2024-0000032,120,PROD_002492,4,4,1.0577,0.2,0.04,3.38
SO-2024-0000032,130,PROD_000812,1,1,1.7788,0.0,0.04,1.78
SO-2024-0000032,140,PROD_003456,3,3,1.7355,0.0,0.21,5.21
SO-2024-0000032,150,PROD_002247,2,2,1.5182,0.0,0.1,3.04
SO-2024-0000032,160,PROD_002722,1,1,1.3223,0.0,0.21,1.32
SO-2024-0000033,10,PROD_002102,1,1,2.5455,0.0,0.1,2.55
SO-2024-0000033,20,PROD_002417,3,3,1.9835,0.0,0.21,5.95
SO-2024-0000033,30,PROD_002545,1,1,2.1818,0.0,0.1,2.18
SO-2024-0000033,40,PROD_002290,1,1,0.9091,0.0,0.1,0.91
SO-2024-0000033,50,PROD_001654,1,1,1.5727,0.15,0.1,1.34
SO-2024-0000033,60,PROD_001665,3,3,1.7636,0.0,0.1,5.29
SO-2024-0000033,70,PROD_001730,3,1,6.3636,0.0,0.1,6.36
SO-2024-0000033,80,PROD_003024,1,1,0.8678,0.0,0.21,0.87
SO-2024-0000033,90,PROD_001382,1,1,1.0909,0.0,0.1,1.09
SO-2024-0000033,100,PROD_000322,2,2,1.0455,0.0,0.1,2.09
SO-2024-0000033,110,PROD_003093,1,1,4.0909,0.0,0.1,4.09
SO-2024-0000033,120,PROD_002401,1,1,2.4091,0.0,0.1,2.41
SO-2024-0000033,130,PROD_003016,1,1,1.3306,0.0,0.21,1.33
SO-2024-0000033,140,PROD_002482,1,1,1.7727,0.0,0.1,1.77
SO-2024-0000033,150,PROD_001771,3,1,1.4904,0.15,0.04,1.27
SO-2024-0000033,160,PROD_000484,1,1,14.4727,0.0,0.1,14.47
SO-2024-0000033,170,PROD_002827,2,2,1.0744,0.0,0.21,2.15
SO-2024-0000033,180,PROD_003258,1,1,3.3058,0.0,0.21,3.31
SO-2024-0000033,190,PROD_003086,1,1,3.8182,0.15,0.1,3.25
SO-2024-0000033,200,PROD_002716,2,2,1.1074,0.0,0.21,2.21
SO-2024-0000033,210,PROD_000061,6,4,5.3719,0.0,0.21,21.49
SO-2024-0000034,10,PROD_003148,1,1,3.2231,0.0,0.21,3.22
SO-2024-0000034,20,PROD_000893,3,3,0.8636,0.0,0.1,2.59
SO-2024-0000034,30,PROD_003081,4,4,1.3223,0.0,0.21,5.29
SO-2024-0000034,40,PROD_002367,1,1,1.0364,0.0,0.1,1.04
SO-2024-0000034,50,PROD_000202,1,1,0.8182,0.0,0.1,0.82
SO-2024-0000034,60,PROD_000798,2,2,3.5455,0.0,0.1,7.09
SO-2024-0000034,70,PROD_001172,1,1,3.5096,0.0,0.04,3.51
SO-2024-0000034,80,PROD_001610,1,1,2.6364,0.0,0.1,2.64
