delivery_id,sale_id,dc_id,carrier,tracking_number,dispatch_date,estimated_delivery_date,actual_delivery_date,delivery_status,weight_kg,packages,signature_required,total_amount
ALB-2025-0000049,SO-2025-0000074,DC_ZGZ,MRW,3653381853060,2025-12-31,2026-01-03,2026-01-03,delivered,6.0,1,True,114.11
ALB-2025-0000050,SO-2025-0000075,DC_ZGZ,GLS,0286320103350,2025-12-31,2026-01-03,2026-01-03,delivered,2.7,1,False,48.66
ALB-2025-0000051,SO-2025-0000077,DC_BCN,Correos Express,1378760904465,2025-12-31,2026-01-03,2026-01-03,delivered,2.1,1,False,34.7
ALB-2025-0000054,SO-2025-0000081,DC_SEV,GLS,9665483390873,2025-12-31,2026-01-03,2026-01-03,delivered,11.4,1,True,201.28
ALB-2025-0000055,SO-2025-0000082,DC_BCN,SEUR,2065316427243,2025-12-31,2026-01-03,2026-01-04,delivered,11.4,1,True,265.09
ALB-2026-0000061,SO-2026-0000092,DC_MAD,GLS,8076811526590,2026-01-01,2026-01-03,2026-01-03,delivered,3.6,1,False,50.52
ALB-2026-0000070,SO-2026-0000103,DC_BCN,MRW,7096034735803,2026-01-02,2026-01-03,2026-01-03,delivered,3.0,1,False,74.93
ALB-2025-0000052,SO-2025-0000078,DC_ZGZ,MRW,7209748210402,2025-12-31,2026-01-04,2026-01-04,delivered,6.6,1,True,137.2
ALB-2025-0000058,SO-2025-0000087,DC_SEV,MRW,6794368677776,2025-12-31,2026-01-04,2026-01-04,delivered,8.4,1,True,185.79
ALB-2025-0000059,SO-2025-0000088,DC_SEV,GLS,9516416792926,2025-12-31,2026-01-04,2026-01-04,delivered,2.4,1,False,93.4
ALB-2026-0000063,SO-2026-0000094,DC_BCN,SEUR,0101353863371,2026-01-01,2026-01-04,2026-01-07,delivered,1.2,1,False,25.06
ALB-2026-0000068,SO-2026-0000100,DC_ZGZ,GLS,0774243818151,2026-01-02,2026-01-04,2026-01-04,delivered,3.3,1,False,51.19
ALB-2025-0000057,SO-2025-0000086,DC_ZGZ,GLS,9723866478348,2025-12-31,2026-01-05,2026-01-05,delivered,13.5,1,True,285.5
ALB-2026-0000062,SO-2026-0000093,DC_MAD,MRW,8716978420970,2026-01-01,2026-01-05,2026-01-05,delivered,3.6,1,False,83.49
ALB-2026-0000065,SO-2026-0000096,DC_ZGZ,SEUR,3192046672558,2026-01-01,2026-01-05,2026-01-05,delivered,2.1,1,False,62.75
ALB-2026-0000072,SO-2026-0000108,DC_SEV,SEUR,5243054976816,2026-01-03,2026-01-05,2026-01-05,delivered,6.9,1,True,143.85
ALB-2026-0000074,SO-2026-0000110,DC_ZGZ,MRW,6020802381256,2026-01-03,2026-01-05,2026-01-05,delivered,0.6,1,False,47.25
ALB-2026-0000060,SO-2026-0000091,DC_ZGZ,MRW,3384161578333,2026-01-01,2026-01-06,2026-01-06,delivered,1.2,1,True,149.34
ALB-2026-0000067,SO-2026-0000099,DC_ZGZ,MRW,4148992705271,2026-01-02,2026-01-06,2026-01-06,delivered,3.3,1,False,70.7
ALB-2026-0000069,SO-2026-0000101,DC_SEV,MRW,7025312460933,2026-01-02,2026-01-06,2026-01-06,delivered,0.9,1,False,12.72
ALB-2026-0000071,SO-2026-0000105,DC_ZGZ,MRW,5620519322505,2026-01-02,2026-01-06,2026-01-06,delivered,2.4,1,False,56.64
ALB-2026-0000073,SO-2026-0000109,DC_MAD,GLS,2620085480503,2026-01-03,2026-01-06,2026-01-08,delivered,1.2,1,False,31.15
ALB-2026-0000078,SO-2026-0000117,DC_VLC,MRW,1776362855297,2026-01-05,2026-01-06,2026-01-06,delivered,3.3,1,True,100.74
ALB-2026-0000066,SO-2026-0000098,DC_SEV,SEUR,5126799157593,2026-01-01,2026-01-07,2026-01-08,delivered,1.8,1,False,42.07
ALB-2026-0000076,SO-2026-0000114,DC_BCN,MRW,8642819367883,2026-01-05,2026-01-07,2026-01-07,delivered,3.3,1,False,82.44
ALB-2026-0000082,SO-2026-0000122,DC_BCN,MRW,5143791332680,2026-01-07,2026-01-08,2026-01-08,delivered,1.5,1,False,41.52
ALB-2026-0000077,SO-2026-0000116,DC_MAD,Correos Express,2348672794118,2026-01-05,2026-01-09,2026-01-09,delivered,0.3,1,False,16.5
ALB-2026-0000081,SO-2026-0000121,DC_BCN,MRW,8159439584551,2026-01-07,2026-01-09,2026-01-09,delivered,1.8,1,False,33.71
ALB-2026-0000075,SO-2026-0000113,DC_ZGZ,GLS,2113778690978,2026-01-05,2026-01-10,2026-01-10,delivered,1.2,1,False,20.36
ALB-2026-0000079,SO-2026-0000119,DC_MAD,MRW,6946632143350,2026-01-07,2026-01-10,2026-01-10,delivered,1.2,1,False,48.3
ALB-2026-0000080,SO-2026-0000120,DC_MAD,MRW,6964637681889,2026-01-07,2026-01-10,2026-01-10,delivered,6.6,1,True,140.17
ALB-2026-0000086,SO-2026-0000128,DC_MAD,GLS,7887859892299,2026-01-08,2026-01-10,2026-01-10,delivered,0.3,1,False,16.5
ALB-2026-0000083,SO-2026-0000123,DC_MAD,MRW,7115169028452,2026-01-07,2026-01-11,2026-01-11,delivered,3.6,1,False,53.29
ALB-2026-0000085,SO-2026-0000127,DC_BCN,GLS,1284267473730,2026-01-08,2026-01-11,2026-01-11,delivered,1.8,1,False,26.1
ALB-2026-0000087,SO-2026-0000132,DC_ZGZ,GLS,4811851368977,2026-01-09,2026-01-11,2026-01-11,delivered,1.2,1,False,29.23
ALB-2026-0000088,SO-2026-0000133,DC_MAD,SEUR,3858973932518,2026-01-09,2026-01-11,2026-01-11,delivered,8.4,1,True,262.0
ALB-2026-0000089,SO-2026-0000135,DC_BCN,MRW,0370470290320,2026-01-10,2026-01-11,2026-01-11,delivered,4.2,1,False,53.89
ALB-2026-0000091,SO-2026-0000138,DC_ZGZ,MRW,5134779354929,2026-01-10,2026-01-11,2026-01-11,delivered,1.2,1,False,31.48
ALB-2026-0000084,SO-2026-0000125,DC_SEV,SEUR,5357329581272,2026-01-08,2026-01-12,2026-01-15,delivered,2.1,1,False,41.03
ALB-2026-0000092,SO-2026-0000140,DC_ZGZ,GLS,0659762570284,2026-01-11,2026-01-12,2026-01-12,delivered,2.1,1,False,31.31
ALB-2026-0000093,SO-2026-0000141,DC_BCN,MRW,3923280054921,2026-01-12,2026-01-13,2026-01-13,delivered,0.6,1,False,19.35
ALB-2026-0000095,SO-2026-0000143,DC_MAD,MRW,4505648871612,2026-01-13,2026-01-15,2026-01-15,delivered,2.7,1,False,91.58
ALB-2026-0000097,SO-2026-0000145,DC_BCN,MRW,9342754621794,2026-01-13,2026-01-15,2026-01-15,delivered,2.4,1,False,77.72
ALB-2026-0000090,SO-2026-0000137,DC_SEV,MRW,9635972081227,2026-01-10,2026-01-16,2026-01-16,delivered,0.6,1,False,11.35
ALB-2026-0000094,SO-2026-0000142,DC_MAD,GLS,4425908543953,2026-01-12,2026-01-16,2026-01-16,delivered,2.4,1,False,80.46
ALB-2026-0000096,SO-2026-0000144,DC_SEV,GLS,0531791515058,2026-01-13,2026-01-16,2026-01-19,delivered,3.9,1,False,53.0
ALB-2026-0000099,SO-2026-0000150,DC_VLC,MRW,7983827183179,2026-01-14,2026-01-17,2026-01-17,delivered,4.5,1,False,67.58
ALB-2026-0000101,SO-2026-0000152,DC_BCN,SEUR,2966502020984,2026-01-15,2026-01-17,2026-01-17,delivered,3.0,1,False,60.73
ALB-2026-0000102,SO-2026-0000154,DC_MAD,MRW,4323691472053,2026-01-15,2026-01-17,2026-01-17,delivered,8.4,1,True,190.37
ALB-2026-0000107,SO-2026-0000159,DC_BCN,SEUR,5141824999871,2026-01-16,2026-01-17,2026-01-17,delivered,1.8,1,False,24.34
ALB-2026-0000098,SO-2026-0000149,DC_ZGZ,GLS,1401792581092,2026-01-14,2026-01-18,2026-01-18,delivered,1.8,1,False,36.1
ALB-2026-0000103,SO-2026-0000155,DC_ZGZ,SEUR,6442773813440,2026-01-15,2026-01-18,2026-01-18,delivered,2.4,1,False,52.77
ALB-2026-0000104,SO-2026-0000156,DC_VLC,SEUR,9519965812969,2026-01-15,2026-01-18,2026-01-18,delivered,11.4,1,True,234.08
ALB-2026-0000108,SO-2026-0000161,DC_ZGZ,SEUR,8793124386756,2026-01-17,2026-01-18,2026-01-18,delivered,2.1,1,False,67.5
ALB-2026-0000100,SO-2026-0000151,DC_MAD,SEUR,2249737432342,2026-01-15,2026-01-19,2026-01-19,delivered,3.6,1,False,78.12
ALB-2026-0000105,SO-2026-0000157,DC_BCN,MRW,7486202010824,2026-01-16,2026-01-19,2026-01-19,delivered,1.2,1,False,34.59
ALB-2026-0000110,SO-2026-0000163,DC_ZGZ,MRW,9802081094765,2026-01-17,2026-01-19,2026-01-19,delivered,1.8,1,False,21.51
ALB-2026-0000111,SO-2026-0000164,DC_ZGZ,MRW,9796466048682,2026-01-17,2026-01-19,2026-01-21,delivered,3.6,1,False,72.18
ALB-2026-0000106,SO-2026-0000158,DC_SEV,MRW,7866805310987,2026-01-16,2026-01-20,2026-01-20,delivered,3.0,1,False,64.37
ALB-2026-0000109,SO-2026-0000162,DC_ZGZ,GLS,2896430439069,2026-01-17,2026-01-20,2026-01-20,delivered,3.0,1,False,65.02
ALB-2026-0000112,SO-2026-0000168,DC_BCN,SEUR,3571752002788,2026-01-18,2026-01-20,2026-01-20,delivered,2.1,1,False,40.02
ALB-2026-0000113,SO-2026-0000170,DC_VLC,SEUR,9155202574115,2026-01-19,2026-01-21,2026-01-21,delivered,4.8,1,False,62.46
ALB-2026-0000116,SO-2026-0000174,DC_BCN,MRW,6402975318688,2026-01-20,2026-01-21,2026-01-21,delivered,3.9,1,False,66.83
ALB-2026-0000115,SO-2026-0000172,DC_ZGZ,GLS,2027656596903,2026-01-20,2026-01-22,2026-01-22,delivered,2.7,1,False,55.04
ALB-2026-0000117,SO-2026-0000175,DC_ZGZ,MRW,8180328848284,2026-01-20,2026-01-22,2026-01-22,delivered,1.2,1,False,19.13
ALB-2026-0000119,SO-2026-0000178,DC_BCN,MRW,5188524891230,2026-01-21,2026-01-22,2026-01-22,delivered,1.5,1,False,76.1
ALB-2026-0000120,SO-2026-0000179,DC_ZGZ,MRW,1591443312421,2026-01-21,2026-01-22,2026-01-22,delivered,1.2,1,False,39.1
ALB-2026-0000121,SO-2026-0000180,DC_BCN,MRW,7237156973659,2026-01-22,2026-01-23,2026-01-23,delivered,4.2,1,False,51.07
ALB-2026-0000114,SO-2026-0000171,DC_ZGZ,GLS,8781487806188,2026-01-20,2026-01-24,2026-01-24,delivered,2.1,1,False,38.52
ALB-2026-0000118,SO-2026-0000176,DC_MAD,GLS,0498186309591,2026-01-20,2026-01-24,2026-01-24,delivered,4.2,1,True,203.56
ALB-2026-0000124,SO-2026-0000184,DC_MAD,Correos Express,1192593432422,2026-01-22,2026-01-24,2026-01-24,delivered,2.4,1,False,36.54
ALB-2026-0000127,SO-2026-0000188,DC_VLC,MRW,4103642149410,2026-01-22,2026-01-24,2026-01-24,delivered,4.5,1,False,72.94
ALB-2026-0000122,SO-2026-0000182,DC_MAD,SEUR,1084362842350,2026-01-22,2026-01-25,2026-01-25,delivered,3.3,1,False,47.6
ALB-2026-0000123,SO-2026-0000183,DC_MAD,SEUR,1904186587121,2026-01-22,2026-01-25,2026-01-25,delivered,4.2,1,True,142.89
ALB-2026-0000125,SO-2026-0000185,DC_BCN,Correos Express,7620100524550,2026-01-22,2026-01-25,2026-01-25,delivered,1.8,1,False,24.98
ALB-2026-0000130,SO-2026-0000193,DC_ZGZ,GLS,2647770182813,2026-01-23,2026-01-25,2026-01-25,delivered,1.8,1,False,35.09
ALB-2026-0000133,SO-2026-0000197,DC_BCN,SEUR,3001601280806,2026-01-23,2026-01-25,2026-01-28,delivered,0.6,1,False,79.92
ALB-2026-0000126,SO-2026-0000186,DC_MAD,Correos Express,0364163455998,2026-01-22,2026-01-26,2026-01-26,delivered,0.9,1,False,14.13
ALB-2026-0000128,SO-2026-0000189,DC_ZGZ,MRW,4057404952433,2026-01-22,2026-01-26,2026-01-26,delivered,0.9,1,False,59.25
ALB-2026-0000132,SO-2026-0000195,DC_VLC,MRW,4479805789296,2026-01-23,2026-01-26,2026-01-26,delivered,2.7,1,False,91.53
ALB-2026-0000134,SO-2026-0000198,DC_BCN,GLS,2378088515691,2026-01-24,2026-01-26,2026-01-26,delivered,2.1,1,False,30.85
ALB-2026-0000135,SO-2026-0000199,DC_SEV,MRW,6085435648040,2026-01-24,2026-01-26,2026-01-26,delivered,2.4,1,False,76.41
ALB-2026-0000138,SO-2026-0000202,DC_BCN,MRW,0719205185086,2026-01-24,2026-01-26,2026-01-26,delivered,9.3,1,True,174.22
ALB-2026-0000139,SO-2026-0000203,DC_VLC,MRW,8865287286199,2026-01-24,2026-01-26,2026-01-26,delivered,3.9,1,False,64.2
ALB-2026-0000129,SO-2026-0000191,DC_MAD,SEUR,9552254099444,2026-01-23,2026-01-27,2026-01-27,delivered,1.8,1,False,61.96
ALB-2026-0000131,SO-2026-0000194,DC_SEV,MRW,9520436792564,2026-01-23,2026-01-27,2026-01-27,delivered,2.4,1,False,56.66
ALB-2026-0000136,SO-2026-0000200,DC_BCN,SEUR,4024197452054,2026-01-24,2026-01-27,2026-01-27,delivered,4.2,1,False,76.21
ALB-2026-0000137,SO-2026-0000201,DC_SEV,SEUR,6680537720298,2026-01-24,2026-01-27,2026-01-27,delivered,1.5,1,False,42.45
ALB-2026-0000140,SO-2026-0000204,DC_ZGZ,SEUR,7015690458849,2026-01-26,2026-01-27,2026-01-27,delivered,1.5,1,False,34.07
ALB-2026-0000146,SO-2026-0000213,DC_BCN,MRW,1163964388835,2026-01-27,2026-01-28,2026-01-28,delivered,1.2,1,False,14.65
ALB-2026-0000141,SO-2026-0000207,DC_BCN,MRW,0546306824551,2026-01-26,2026-01-29,2026-01-29,delivered,0.9,1,False,52.19
ALB-2026-0000144,SO-2026-0000211,DC_MAD,GLS,3950399727046,2026-01-27,2026-01-29,2026-01-29,delivered,5.1,1,False,80.62
ALB-2026-0000142,SO-2026-0000208,DC_ZGZ,SEUR,5315082652475,2026-01-27,2026-01-30,2026-01-30,delivered,0.3,1,False,15.36
ALB-2026-0000143,SO-2026-0000210,DC_ZGZ,MRW,2236290891042,2026-01-27,2026-01-31,2026-01-31,delivered,5.1,1,True,100.4
ALB-2026-0000145,SO-2026-0000212,DC_SEV,MRW,8893122407641,2026-01-27,2026-01-31,2026-01-31,delivered,2.7,1,False,69.14
ALB-2026-0000149,SO-2026-0000216,DC_ZGZ,GLS,2987107030593,2026-01-28,2026-01-31,2026-01-31,delivered,5.4,1,False,99.48
ALB-2026-0000150,SO-2026-0000218,DC_MAD,MRW,5997311157120,2026-01-29,2026-01-31,2026-01-31,delivered,1.8,1,False,41.95
ALB-2026-0000158,SO-2026-0000227,DC_BCN,MRW,3510195314820,2026-01-30,2026-01-31,2026-01-31,delivered,3.6,1,False,31.97
ALB-2026-0000147,SO-2026-0000214,DC_MAD,SEUR,1868462190082,2026-01-28,2026-02-01,2026-02-01,delivered,6.9,1,False,94.29
ALB-2026-0000148,SO-2026-0000215,DC_SEV,MRW,7987710403486,2026-01-28,2026-02-01,2026-02-01,delivered,2.4,1,False,68.86
ALB-2026-0000152,SO-2026-0000220,DC_SEV,SEUR,3086926869519,2026-01-29,2026-02-01,2026-02-01,delivered,1.8,1,False,33.12
ALB-2026-0000153,SO-2026-0000221,DC_MAD,SEUR,6824387066856,2026-01-29,2026-02-01,2026-02-01,delivered,5.4,1,False,85.9
ALB-2026-0000154,SO-2026-0000223,DC_MAD,SEUR,4899528686508,2026-01-30,2026-02-02,2026-02-02,delivered,2.4,1,False,59.46
ALB-2026-0000157,SO-2026-0000226,DC_BCN,MRW,6074528980302,2026-01-30,2026-02-02,2026-02-02,delivered,6.0,1,False,78.86
ALB-2026-0000159,SO-2026-0000228,DC_BCN,GLS,7598906820286,2026-01-30,2026-02-02,2026-02-02,delivered,2.4,1,False,36.94
ALB-2026-0000161,SO-2026-0000233,DC_MAD,SEUR,8620967081909,2026-01-31,2026-02-02,2026-02-02,delivered,6.6,1,True,162.7
ALB-2026-0000155,SO-2026-0000224,DC_ZGZ,MRW,2484876288949,2026-01-30,2026-02-03,2026-02-03,delivered,1.5,1,False,14.4
ALB-2026-0000156,SO-2026-0000225,DC_SEV,SEUR,2610537834908,2026-01-30,2026-02-03,2026-02-03,delivered,2.4,1,False,50.62
ALB-2026-0000162,SO-2026-0000234,DC_ZGZ,SEUR,4138821619804,2026-01-31,2026-02-03,2026-02-03,delivered,1.2,1,False,47.91
ALB-2026-0000151,SO-2026-0000219,DC_SEV,SEUR,9548473535003,2026-01-29,2026-02-04,2026-02-04,delivered,0.6,1,False,9.6
ALB-2026-0000160,SO-2026-0000230,DC_ZGZ,GLS,6002420032922,2026-01-31,2026-02-04,2026-02-04,delivered,4.5,1,False,97.79
ALB-2026-0000163,SO-2026-0000236,DC_BCN,MRW,2181648925816,2026-02-01,2026-02-04,2026-02-04,delivered,3.6,1,True,160.85
ALB-2026-0000164,SO-2026-0000238,DC_ZGZ,MRW,2469039139274,2026-02-02,2026-02-04,2026-02-04,delivered,1.8,1,False,50.69
ALB-2026-0000168,SO-2026-0000242,DC_BCN,MRW,2039284554004,2026-02-03,2026-02-04,2026-02-04,delivered,1.8,1,False,29.4
ALB-2026-0000169,SO-2026-0000243,DC_BCN,SEUR,4116880299729,2026-02-03,2026-02-04,2026-02-04,delivered,1.5,1,False,69.96
ALB-2026-0000165,SO-2026-0000239,DC_ZGZ,Correos Express,0339869787848,2026-02-02,2026-02-05,2026-02-05,delivered,0.9,1,False,32.75
ALB-2026-0000167,SO-2026-0000241,DC_MAD,Correos Express,6829663379749,2026-02-03,2026-02-06,2026-02-06,delivered,0.9,1,False,21.58
ALB-2026-0000170,SO-2026-0000244,DC_MAD,Correos Express,6730593983626,2026-02-03,2026-02-06,2026-02-10,delivered,0.6,1,False,16.32
ALB-2026-0000173,SO-2026-0000247,DC_MAD,MRW,7589937438583,2026-02-04,2026-02-06,2026-02-06,delivered,0.9,1,False,55.83
ALB-2026-0000174,SO-2026-0000248,DC_ZGZ,GLS,3219397168798,2026-02-05,2026-02-06,2026-02-06,delivered,3.3,1,False,60.71
ALB-2026-0000166,SO-2026-0000240,DC_MAD,GLS,1760582876756,2026-02-03,2026-02-07,2026-02-07,delivered,1.8,1,False,35.32
ALB-2026-0000177,SO-2026-0000251,DC_SEV,MRW,1855032129043,2026-02-05,2026-02-07,2026-02-08,delivered,2.1,1,False,36.7
ALB-2026-0000179,SO-2026-0000254,DC_ZGZ,Correos Express,7069706996767,2026-02-06,2026-02-07,2026-02-07,delivered,0.6,1,False,63.92
ALB-2026-0000183,SO-2026-0000258,DC_BCN,MRW,0436325853024,2026-02-06,2026-02-07,2026-02-07,delivered,0.6,1,False,78.09
ALB-2026-0000172,SO-2026-0000246,DC_MAD,GLS,3282700635820,2026-02-04,2026-02-08,2026-02-08,delivered,1.2,1,False,22.9
ALB-2026-0000175,SO-2026-0000249,DC_BCN,MRW,2812584915215,2026-02-05,2026-02-08,2026-02-08,delivered,1.5,1,False,37.86
ALB-2026-0000176,SO-2026-0000250,DC_ZGZ,MRW,6545777713290,2026-02-05,2026-02-08,2026-02-08,delivered,3.3,1,False,45.21
ALB-2026-0000180,SO-2026-0000255,DC_ZGZ,MRW,3388647312005,2026-02-06,2026-02-08,2026-02-08,delivered,2.7,1,False,74.54
ALB-2026-0000182,SO-2026-0000257,DC_BCN,GLS,7164004484330,2026-02-06,2026-02-08,2026-02-08,delivered,5.1,1,True,209.66
ALB-2026-0000171,SO-2026-0000245,DC_ZGZ,SEUR,3197207379130,2026-02-04,2026-02-09,2026-02-09,delivered,0.6,1,False,16.17
ALB-2026-0000178,SO-2026-0000252,DC_ZGZ,SEUR,9892607509636,2026-02-05,2026-02-09,2026-02-09,delivered,3.3,1,False,38.85
