stockout_id,date,customer_id,product_id,location_type,location_id,quantity_requested,quantity_available
STO_00000051,2025-12-28,CUST_67B01D7C0098,PROD_002241,STORE,ST_00952,1,0
STO_00000052,2025-12-28,CUST_67B01D7C0098,PROD_003127,STORE,ST_00952,2,0
STO_00000053,2025-12-28,CUST_67B01D7C0098,PROD_001582,STORE,ST_00952,3,0
STO_00000054,2025-12-29,CUST_6875832F52C4,PROD_003292,STORE,ST_00952,2,0
STO_00000055,2025-12-29,CUST_6875832F52C4,PROD_002216,STORE,ST_00952,1,0
STO_00000056,2025-12-29,CUST_6875832F52C4,PROD_000171,STORE,ST_00952,2,0
STO_00000057,2025-12-29,CUST_CBD5F73936E9,PROD_001013,DC,DC_SEV,4,0
STO_00000058,2025-12-29,CUST_CF89E550D736,PROD_001398,STORE,ST_00277,2,0
STO_00000059,2025-12-29,CUST_CF89E550D736,PROD_000422,STORE,ST_00277,1,0
STO_00000060,2025-12-29,CUST_CF89E550D736,PROD_001713,STORE,ST_00277,2,0
STO_00000061,2025-12-30,CUST_E3B10A3450FC,PROD_000360,DC,DC_ZGZ,3,0
STO_00000062,2025-12-30,CUST_019059DCABD0,PROD_001312,STORE,ST_00981,1,0
STO_00000063,2025-12-30,CUST_019059DCABD0,PROD_001830,STORE,ST_00981,2,0
STO_00000064,2025-12-30,CUST_7ED1C9B7C9BC,PROD_002723,STORE,ST_00981,1,0
STO_00000065,2025-12-30,CUST_23326992896E,PROD_003171,STORE,ST_01294,3,0
STO_00000066,2025-12-30,CUST_23326992896E,PROD_003659,STORE,ST_01294,4,0
STO_00000067,2025-12-30,CUST_23326992896E,PROD_003016,STORE,ST_01294,2,0
STO_00000068,2025-12-31,CUST_13D5709B7D97,PROD_001557,STORE,ST_01425,3,0
STO_00000069,2025-12-31,CUST_907B978648F8,PROD_001877,DC,DC_ZGZ,2,0
STO_00000070,2025-12-31,CUST_039F4D6168BD,PROD_002630,STORE,ST_01294,1,0
STO_00000071,2025-12-31,CUST_039F4D6168BD,PROD_000584,STORE,ST_01294,1,0
STO_00000072,2025-12-31,CUST_039F4D6168BD,PROD_001194,STORE,ST_01294,2,0
STO_00000073,2025-12-31,CUST_93B712F70C97,PROD_000558,DC,DC_BCN,4,0
STO_00000074,2025-12-31,CUST_5913785299F4,PROD_001796,DC,DC_ZGZ,1,0
STO_00000075,2025-12-31,CUST_9C1C85D2D0A6,PROD_001732,STORE,ST_00981,8,0
STO_00000076,2025-12-31,CUST_F75D6B2D5B09,PROD_000215,DC,DC_SEV,3,0
STO_00000077,2025-12-31,CUST_F75D6B2D5B09,PROD_001162,DC,DC_SEV,8,0
STO_00000078,2025-12-31,CUST_E9DD63119ACA,PROD_003013,DC,DC_BCN,1,0
STO_00000079,2025-12-31,CUST_E9DD63119ACA,PROD_001809,DC,DC_BCN,5,0
STO_00000080,2025-12-31,CUST_4A558ACBBE09,PROD_003712,STORE,ST_00952,3,0
STO_00000081,2025-12-31,CUST_500EB89BDF7F,PROD_002020,STORE,ST_00981,1,0
STO_00000082,2025-12-31,CUST_500EB89BDF7F,PROD_003468,STORE,ST_00981,4,0
STO_00000083,2025-12-31,CUST_500EB89BDF7F,PROD_001139,STORE,ST_00981,3,0
STO_00000084,2025-12-31,CUST_8A2D3BFDA8A6,PROD_001877,DC,DC_ZGZ,5,0
STO_00000085,2025-12-31,CUST_8A2D3BFDA8A6,PROD_000151,DC,DC_ZGZ,2,0
STO_00000086,2025-12-31,CUST_32735373BF4D,PROD_001064,DC,DC_SEV,1,0
STO_00000087,2025-12-31,CUST_2D6EB7893986,PROD_003527,STORE,ST_00981,1,0
STO_00000088,2025-12-31,CUST_DB4B537D0BD1,PROD_001516,STORE,ST_00952,2,0
STO_00000089,2025-12-31,CUST_DB4B537D0BD1,PROD_002164,STORE,ST_00952,4,0
STO_00000090,2025-12-31,CUST_DB4B537D0BD1,PROD_001757,STORE,ST_00952,2,0
STO_00000091,2025-12-31,CUST_DB4B537D0BD1,PROD_002648,STORE,ST_00952,1,0
STO_00000092,2026-01-01,CUST_68F8EEB19AD2,PROD_002541,STORE,ST_00952,2,0
STO_00000093,2026-01-02,CUST_71EFAE13591E,PROD_002139,STORE,ST_01403,5,0
STO_00000094,2026-01-02,CUST_71EFAE13591E,PROD_002376,STORE,ST_01403,1,0
STO_00000095,2026-01-02,CUST_68F8EEB19AD2,PROD_001040,DC,DC_BCN,1,0
STO_00000096,2026-01-02,CUST_CF89E550D736,PROD_001099,STORE,ST_00277,2,0
STO_00000097,2026-01-02,CUST_CF89E550D736,PROD_003395,STORE,ST_00277,1,0
STO_00000098,2026-01-02,CUST_CF89E550D736,PROD_001093,STORE,ST_00277,2,0
STO_00000099,2026-01-02,CUST_CF89E550D736,PROD_002931,STORE,ST_00277,2,0
STO_00000100,2026-01-02,CUST_CF89E550D736,PROD_000171,STORE,ST_00277,1,0
STO_00000101,2026-01-02,CUST_CF89E550D736,PROD_002507,STORE,ST_00277,2,0
STO_00000102,2026-01-03,CUST_008D610461E3,PROD_001950,STORE,ST_00952,1,0
STO_00000103,2026-01-03,CUST_A4B175424646,PROD_000874,STORE,ST_00952,1,0
STO_00000104,2026-01-03,CUST_A4B175424646,PROD_000477,STORE,ST_00952,1,0
STO_00000105,2026-01-03,CUST_A4B175424646,PROD_001904,STORE,ST_00952,2,0
STO_00000106,2026-01-03,CUST_A4B175424646,PROD_000652,STORE,ST_00952,1,0
STO_00000107,2026-01-03,CUST_68F8EEB19AD2,PROD_001386,STORE,ST_00952,4,0
STO_00000108,2026-01-03,CUST_68F8EEB19AD2,PROD_002020,STORE,ST_00952,1,0
STO_00000109,2026-01-03,CUST_68F8EEB19AD2,PROD_002913,STORE,ST_00952,5,0
STO_00000110,2026-01-04,CUST_CF89E550D736,PROD_001994,STORE,ST_00277,1,0
STO_00000111,2026-01-04,CUST_CF89E550D736,PROD_002191,STORE,ST_00277,5,0
STO_00000112,2026-01-04,CUST_CF89E550D736,PROD_002491,STORE,ST_00277,1,0
STO_00000113,2026-01-04,CUST_CF89E550D736,PROD_000327,STORE,ST_00277,4,0
STO_00000114,2026-01-05,CUST_113620509C62,PROD_001965,STORE,ST_00952,3,0
STO_00000115,2026-01-05,CUST_113620509C62,PROD_001304,STORE,ST_00952,1,0
STO_00000116,2026-01-05,CUST_113620509C62,PROD_001296,STORE,ST_00952,2,0
STO_00000117,2026-01-07,CUST_0710F071D879,PROD_001306,STORE,ST_00952,4,0
STO_00000118,2026-01-07,CUST_C1D7F3025D16,PROD_000238,DC,DC_MAD,3,0
STO_00000119,2026-01-08,CUST_989DE15CA666,PROD_003023,STORE,ST_00981,3,0
STO_00000120,2026-01-08,CUST_989DE15CA666,PROD_000162,STORE,ST_00981,2,0
STO_00000121,2026-01-08,CUST_88CC669B29B8,PROD_003538,STORE,ST_00277,1,0
STO_00000122,2026-01-08,CUST_88CC669B29B8,PROD_000676,STORE,ST_00277,3,0
STO_00000123,2026-01-08,CUST_88CC669B29B8,PROD_000157,STORE,ST_00277,6,0
STO_00000124,2026-01-08,CUST_88CC669B29B8,PROD_002622,STORE,ST_00277,3,0
STO_00000125,2026-01-08,CUST_88CC669B29B8,PROD_002696,STORE,ST_00277,2,0
STO_00000126,2026-01-08,CUST_88CC669B29B8,PROD_001484,STORE,ST_00277,2,0
STO_00000127,2026-01-08,CUST_DB4B537D0BD1,PROD_002232,STORE,ST_00952,1,0
STO_00000128,2026-01-08,CUST_DB4B537D0BD1,PROD_001353,STORE,ST_00952,2,0
STO_00000129,2026-01-08,CUST_DB4B537D0BD1,PROD_001438,STORE,ST_00952,1,0
STO_00000130,2026-01-09,CUST_4A558ACBBE09,PROD_001347,STORE,ST_00952,4,0
STO_00000131,2026-01-09,CUST_4A558ACBBE09,PROD_000569,STORE,ST_00952,5,0
STO_00000132,2026-01-09,CUST_4A558ACBBE09,PROD_003088,STORE,ST_00952,4,0
STO_00000133,2026-01-09,CUST_7ED1C9B7C9BC,PROD_002129,STORE,ST_00981,1,0
STO_00000134,2026-01-09,CUST_7ED1C9B7C9BC,PROD_003105,STORE,ST_00981,1,0
STO_00000135,2026-01-09,CUST_7ED1C9B7C9BC,PROD_000439,STORE,ST_00981,3,0
STO_00000136,2026-01-09,CUST_7ED1C9B7C9BC,PROD_001593,STORE,ST_00981,6,0
STO_00000137,2026-01-09,CUST_7ED1C9B7C9BC,PROD_001673,STORE,ST_00981,1,0
STO_00000138,2026-01-09,CUST_B36A69BE173A,PROD_003341,DC,DC_MAD,1,0
STO_00000139,2026-01-10,CUST_0710F071D879,PROD_000479,STORE,ST_00952,5,0
STO_00000140,2026-01-10,CUST_5D98F05EEEFE,PROD_002258,STORE,ST_00374,1,0
STO_00000141,2026-01-10,CUST_5D98F05EEEFE,PROD_001031,STORE,ST_00374,1,0
STO_00000142,2026-01-11,CUST_3BCA620A60AC,PROD_001680,STORE,ST_01294,1,0
STO_00000143,2026-01-13,CUST_3510B4746349,PROD_000206,STORE,ST_00981,1,0
STO_00000144,2026-01-13,CUST_3510B4746349,PROD_000280,STORE,ST_00981,3,0
STO_00000145,2026-01-13,CUST_3510B4746349,PROD_001292,STORE,ST_00981,4,0
STO_00000146,2026-01-13,CUST_3510B4746349,PROD_003516,STORE,ST_00981,3,0
STO_00000147,2026-01-14,CUST_67B01D7C0098,PROD_001928,STORE,ST_00952,1,0
STO_00000148,2026-01-14,CUST_67B01D7C0098,PROD_002864,STORE,ST_00952,3,0
STO_00000149,2026-01-15,CUST_1EB753FFD3A2,PROD_002336,DC,DC_BCN,4,0
STO_00000150,2026-01-15,CUST_1EB753FFD3A2,PROD_003699,DC,DC_BCN,4,0
STO_00000151,2026-01-15,CUST_D10341241BB4,PROD_003584,DC,DC_MAD,3,0
STO_00000152,2026-01-15,CUST_D10341241BB4,PROD_000159,DC,DC_MAD,2,0
STO_00000153,2026-01-15,CUST_88CC669B29B8,PROD_001095,DC,DC_VLC,4,0
STO_00000154,2026-01-17,CUST_008D610461E3,PROD_002864,STORE,ST_00952,2,0
STO_00000155,2026-01-17,CUST_008D610461E3,PROD_000705,STORE,ST_00952,5,0
STO_00000156,2026-01-17,CUST_008D610461E3,PROD_001781,STORE,ST_00952,1,0
STO_00000157,2026-01-17,CUST_F7FFB509F08A,PROD_001675,STORE,ST_00374,2,0
STO_00000158,2026-01-20,CUST_370B0A530DF9,PROD_001445,STORE,ST_01294,1,0
STO_00000159,2026-01-22,CUST_008D610461E3,PROD_003199,DC,DC_BCN,3,0
STO_00000160,2026-01-22,CUST_008D610461E3,PROD_002273,DC,DC_BCN,1,0
STO_00000161,2026-01-22,CUST_03CD21BDDB41,PROD_003287,DC,DC_MAD,3,0
STO_00000162,2026-01-22,CUST_3D131E2C2E7D,PROD_000678,STORE,ST_00952,1,0
STO_00000163,2026-01-22,CUST_3D131E2C2E7D,PROD_000680,STORE,ST_00952,3,0
STO_00000164,2026-01-22,CUST_3D131E2C2E7D,PROD_002664,STORE,ST_00952,1,0
STO_00000165,2026-01-22,CUST_F7FFB509F08A,PROD_002864,DC,DC_VLC,1,0
STO_00000166,2026-01-22,CUST_DB4B537D0BD1,PROD_002089,STORE,ST_00952,3,0
STO_00000167,2026-01-22,CUST_DB4B537D0BD1,PROD_000008,STORE,ST_00952,1,0
STO_00000168,2026-01-23,CUST_0710F071D879,PROD_000678,STORE,ST_00952,3,0
STO_00000169,2026-01-23,CUST_D55791DDB9BF,PROD_003491,DC,DC_SEV,1,0
STO_00000170,2026-01-24,CUST_895C43B38EB4,PROD_002817,DC,DC_SEV,2,0
STO_00000171,2026-01-24,CUST_A436F2D3F761,PROD_000157,DC,DC_BCN,3,0
STO_00000172,2026-01-24,CUST_B41507388BA4,PROD_002471,DC,DC_VLC,1,0
STO_00000173,2026-01-24,CUST_B41507388BA4,PROD_001888,DC,DC_VLC,6,0
STO_00000174,2026-01-24,CUST_B41507388BA4,PROD_001461,DC,DC_VLC,1,0
STO_00000175,2026-01-26,CUST_9E5DC5ACC354,PROD_000697,STORE,ST_01403,1,0
STO_00000176,2026-01-26,CUST_CBD5F73936E9,PROD_002115,STORE,ST_01294,2,0
STO_00000177,2026-01-27,CUST_6DAA8861FE18,PROD_002830,DC,DC_ZGZ,2,0
STO_00000178,2026-01-27,CUST_4CE922D90DB3,PROD_002311,DC,DC_BCN,4,0
STO_00000179,2026-01-28,CUST_B596EF4AFA88,PROD_001059,DC,DC_MAD,1,0
STO_00000180,2026-01-28,CUST_B596EF4AFA88,PROD_002131,DC,DC_MAD,4,0
STO_00000181,2026-01-29,CUST_CF89E550D736,PROD_002208,STORE,ST_00277,1,0
STO_00000182,2026-01-29,CUST_CF89E550D736,PROD_002241,STORE,ST_00277,1,0
STO_00000183,2026-01-31,CUST_86342BA6ADB3,PROD_002946,STORE,ST_00952,1,0
STO_00000184,2026-01-31,CUST_D10341241BB4,PROD_001032,DC,DC_MAD,3,0
STO_00000185,2026-01-31,CUST_B41507388BA4,PROD_001911,STORE,ST_00277,2,0
STO_00000186,2026-01-31,CUST_B41507388BA4,PROD_001024,STORE,ST_00277,1,0
STO_00000187,2026-01-31,CUST_B41507388BA4,PROD_000918,STORE,ST_00277,6,0
STO_00000188,2026-02-03,CUST_019059DCABD0,PROD_003684,DC,DC_BCN,1,0
STO_00000189,2026-02-04,CUST_6DAA8861FE18,PROD_001778,DC,DC_ZGZ,1,0
STO_00000190,2026-02-05,CUST_1723BF2C14A0,PROD_002861,DC,DC_ZGZ,1,0
STO_00000191,2026-02-06,CUST_064025B8FD4B,PROD_003482,STORE,ST_00952,2,0
STO_00000192,2026-02-06,CUST_064025B8FD4B,PROD_001760,STORE,ST_00952,1,0
STO_00000193,2026-02-06,CUST_7ED1C9B7C9BC,PROD_000323,DC,DC_BCN,1,0
STO_00000194,2026-02-07,CUST_01827A1B5806,PROD_001222,STORE,ST_00952,1,0
STO_00000195,2026-02-07,CUST_01827A1B5806,PROD_003374,STORE,ST_00952,1,0
STO_00000196,2026-02-07,CUST_1723BF2C14A0,PROD_002301,STORE,ST_01425,2,0
STO_00000197,2026-02-07,CUST_1723BF2C14A0,PROD_003570,STORE,ST_01425,1,0
STO_00000198,2026-02-07,CUST_B36A69BE173A,PROD_000146,DC,DC_MAD,1,0
STO_00000199,2026-02-07,CUST_32B821768DD7,PROD_001331,DC,DC_MAD,2,0
STO_00000200,2026-02-07,CUST_B41507388BA4,PROD_003352,DC,DC_VLC,2,0
STO_00000201,2026-02-08,CUST_DEF568F45BCE,PROD_002610,STORE,ST_00981,2,0
STO_00000202,2026-02-08,CUST_DEF568F45BCE,PROD_002256,STORE,ST_00981,1,0
STO_00000203,2026-02-08,CUST_DEF568F45BCE,PROD_001369,STORE,ST_00981,1,0
STO_00000204,2026-02-10,CUST_DEF568F45BCE,PROD_002784,STORE,ST_00981,1,0
STO_00000205,2026-02-10,CUST_DEF568F45BCE,PROD_003331,STORE,ST_00981,2,0
STO_00000206,2026-02-10,CUST_DEF568F45BCE,PROD_000719,STORE,ST_00981,1,0
STO_00000207,2026-02-11,CUST_87EA8DB06746,PROD_000929,STORE,ST_00952,5,0
STO_00000208,2026-02-11,CUST_A4B175424646,PROD_002888,STORE,ST_00952,1,0
STO_00000209,2026-02-11,CUST_A4B175424646,PROD_002009,STORE,ST_00952,1,0
STO_00000210,2026-02-11,CUST_C482AE84B81C,PROD_003173,STORE,ST_00277,1,0
STO_00000211,2026-02-11,CUST_C482AE84B81C,PROD_000797,STORE,ST_00277,1,0
STO_00000212,2026-02-12,CUST_4A558ACBBE09,PROD_001625,DC,DC_BCN,3,0
STO_00000213,2026-02-13,CUST_019059DCABD0,PROD_003069,DC,DC_BCN,1,0
STO_00000214,2026-02-14,CUST_D2C76118433B,PROD_002374,DC,DC_ZGZ,4,0
STO_00000215,2026-02-17,CUST_175A112FA612,PROD_000986,STORE,ST_00981,2,0
STO_00000216,2026-02-18,CUST_370B0A530DF9,PROD_001824,DC,DC_SEV,2,0
STO_00000217,2026-02-19,CUST_C482AE84B81C,PROD_002340,STORE,ST_00277,1,0
STO_00000218,2026-02-19,CUST_DB4B537D0BD1,PROD_001113,STORE,ST_00952,1,0
STO_00000219,2026-02-19,CUST_DB4B537D0BD1,PROD_001133,STORE,ST_00952,2,0
STO_00000220,2026-02-19,CUST_DB4B537D0BD1,PROD_002152,STORE,ST_00952,1,0
STO_00000221,2026-02-19,CUST_DB4B537D0BD1,PROD_002429,STORE,ST_00952,5,0
STO_00000222,2026-02-20,CUST_67B01D7C0098,PROD_002390,DC,DC_BCN,1,0
STO_00000223,2026-02-20,CUST_B7F23DEFA849,PROD_003527,DC,DC_SEV,2,0
STO_00000224,2026-02-20,CUST_88CC669B29B8,PROD_001202,DC,DC_VLC,4,0
STO_00000225,2026-02-20,CUST_CBD5F73936E9,PROD_001309,DC,DC_SEV,1,0
STO_00000226,2026-02-21,CUST_F7FFB509F08A,PROD_002549,STORE,ST_00374,4,0
STO_00000227,2026-02-21,CUST_F7FFB509F08A,PROD_001556,STORE,ST_00374,4,0
STO_00000228,2026-02-23,CUST_D55791DDB9BF,PROD_000001,DC,DC_SEV,2,0
STO_00000229,2026-02-23,CUST_4CE922D90DB3,PROD_001556,STORE,ST_00952,2,0
STO_00000230,2026-02-25,CUST_039F4D6168BD,PROD_003445,STORE,ST_01294,1,0
STO_00000231,2026-02-25,CUST_039F4D6168BD,PROD_001599,STORE,ST_01294,1,0
STO_00000232,2026-02-25,CUST_039F4D6168BD,PROD_002918,STORE,ST_01294,3,0
STO_00000233,2026-02-25,CUST_DEF568F45BCE,PROD_003457,STORE,ST_00981,4,0
STO_00000234,2026-02-25,CUST_DEF568F45BCE,PROD_001632,STORE,ST_00981,1,0
STO_00000235,2026-02-25,CUST_DEF568F45BCE,PROD_000060,STORE,ST_00981,1,0
STO_00000236,2026-02-25,CUST_CBD5F73936E9,PROD_000754,STORE,ST_01294,1,0
STO_00000237,2026-02-25,CUST_CBD5F73936E9,PROD_001599,STORE,ST_01294,1,0
STO_00000238,2026-02-25,CUST_702F62CCC604,PROD_000430,STORE,ST_00952,1,0
STO_00000239,2026-02-26,CUST_5D98F05EEEFE,PROD_001765,STORE,ST_00374,3,0
STO_00000240,2026-02-26,CUST_5D98F05EEEFE,PROD_003338,STORE,ST_00374,2,0
STO_00000241,2026-02-26,CUST_5D98F05EEEFE,PROD_002013,STORE,ST_00374,2,0
STO_00000242,2026-02-26,CUST_5D98F05EEEFE,PROD_000157,STORE,ST_00374,3,0
STO_00000243,2026-02-26,CUST_5D98F05EEEFE,PROD_000813,STORE,ST_00374,1,0
STO_00000244,2026-02-26,CUST_5D98F05EEEFE,PROD_000694,STORE,ST_00374,6,0
STO_00000245,2026-02-27,CUST_69298693FD9D,PROD_000848,DC,DC_SEV,1,0
STO_00000246,2026-02-28,CUST_039F4D6168BD,PROD_001647,DC,DC_SEV,2,0
STO_00000247,2026-02-28,CUST_C482AE84B81C,PROD_000667,STORE,ST_00277,3,0
STO_00000248,2026-02-28,CUST_C482AE84B81C,PROD_000498,STORE,ST_00277,3,0
STO_00000249,2026-02-28,CUST_C482AE84B81C,PROD_002426,STORE,ST_00277,3,0
STO_00000250,2026-02-28,CUST_C482AE84B81C,PROD_003525,STORE,ST_00277,2,0
STO_00000251,2026-02-28,CUST_88CC669B29B8,PROD_003318,STORE,ST_00277,2,0
STO_00000252,2026-02-28,CUST_88CC669B29B8,PROD_001034,STORE,ST_00277,1,0
STO_00000253,2026-02-28,CUST_88CC669B29B8,PROD_001076,STORE,ST_00277,4,0
STO_00000254,2026-02-28,CUST_88CC669B29B8,PROD_002246,STORE,ST_00277,5,0
STO_00000255,2026-03-02,CUST_6DAA8861FE18,PROD_000681,DC,DC_ZGZ,2,0
STO_00000256,2026-03-02,CUST_113620509C62,PROD_002260,DC,DC_BCN,1,0
STO_00000257,2026-03-03,CUST_039F4D6168BD,PROD_001519,STORE,ST_01294,2,0
STO_00000258,2026-03-03,CUST_CDFD302B7831,PROD_001799,STORE,ST_00981,1,0
STO_00000259,2026-03-04,CUST_01827A1B5806,PROD_001006,STORE,ST_00952,1,0
STO_00000260,2026-03-04,CUST_01827A1B5806,PROD_000271,STORE,ST_00952,2,0
STO_00000261,2026-03-04,CUST_3BCA620A60AC,PROD_000879,STORE,ST_01294,1,0
STO_00000262,2026-03-04,CUST_B90E951C25D5,PROD_002693,DC,DC_SEV,1,0
STO_00000263,2026-03-05,CUST_4A558ACBBE09,PROD_002476,STORE,ST_00952,3,0
STO_00000264,2026-03-06,CUST_3BCA620A60AC,PROD_000982,STORE,ST_01294,1,0
STO_00000265,2026-03-07,CUST_F75D6B2D5B09,PROD_001617,DC,DC_SEV,1,0
STO_00000266,2026-03-07,CUST_3510B4746349,PROD_000157,STORE,ST_00981,3,0
STO_00000267,2026-03-07,CUST_3510B4746349,PROD_001604,STORE,ST_00981,4,0
STO_00000268,2026-03-07,CUST_3510B4746349,PROD_003220,STORE,ST_00981,1,0
STO_00000269,2026-03-07,CUST_3D131E2C2E7D,PROD_001955,STORE,ST_00952,2,0
STO_00000270,2026-03-08,CUST_92EAEC93E596,PROD_002433,DC,DC_VLC,1,0
STO_00000271,2026-03-09,CUST_3510B4746349,PROD_000492,STORE,ST_00981,1,0
STO_00000272,2026-03-09,CUST_3510B4746349,PROD_003003,STORE,ST_00981,1,0
STO_00000273,2026-03-09,CUST_CF89E550D736,PROD_000498,STORE,ST_00277,1,0
STO_00000274,2026-03-09,CUST_CF89E550D736,PROD_000206,STORE,ST_00277,3,0
STO_00000275,2026-03-09,CUST_CF89E550D736,PROD_003525,STORE,ST_00277,1,0
STO_00000276,2026-03-09,CUST_CF89E550D736,PROD_000105,STORE,ST_00277,8,0
STO_00000277,2026-03-09,CUST_CF89E550D736,PROD_000667,STORE,ST_00277,4,0
STO_00000278,2026-03-09,CUST_9BE492701D60,PROD_000584,STORE,ST_00981,2,0
STO_00000279,2026-03-11,CUST_019059DCABD0,PROD_002915,STORE,ST_00981,1,0
STO_00000280,2026-03-11,CUST_019059DCABD0,PROD_003220,STORE,ST_00981,1,0
STO_00000281,2026-03-11,CUST_019059DCABD0,PROD_001890,STORE,ST_00981,2,0
STO_00000282,2026-03-11,CUST_D10341241BB4,PROD_002958,DC,DC_MAD,6,0
STO_00000283,2026-03-11,CUST_F7FFB509F08A,PROD_001359,STORE,ST_00374,3,0
STO_00000284,2026-03-11,CUST_F7FFB509F08A,PROD_000881,STORE,ST_00374,1,0
STO_00000285,2026-03-11,CUST_F7FFB509F08A,PROD_001622,STORE,ST_00374,5,0
STO_00000286,2026-03-12,CUST_87EA8DB06746,PROD_000348,STORE,ST_00952,5,0
STO_00000287,2026-03-12,CUST_87EA8DB06746,PROD_000087,STORE,ST_00952,7,0
STO_00000288,2026-03-13,CUST_4A558ACBBE09,PROD_001519,STORE,ST_00952,2,0
